gene_id,gene_name,gene_type,gene_length,gene_count
ENSMUSG00000043716.14,Rpl7,protein_coding,2687,0
ENSMUSG00000025921.8,Rdh10,protein_coding,4160,0
ENSMUSG00000104165.2,Gm38249,TEC,2321,0
ENSMUSG00000100868.2,Gm28095,lncRNA,1515,0
ENSMUSG00000025920.20,Stau2,protein_coding,6747,0
ENSMUSG00000089982.8,Gm7568,lncRNA,1003,0
ENSMUSG00000025939.20,Ube2w,protein_coding,4930,0
ENSMUSG00000102457.2,Gm38342,TEC,2980,0
ENSMUSG00000079658.10,Eloc,protein_coding,3026,0
ENSMUSG00000097744.2,D030040B21Rik,lncRNA,2788,0
ENSMUSG00000100959.2,Idi1-ps5,processed_pseudogene,683,0
ENSMUSG00000025940.7,Tmem70,protein_coding,1820,0
ENSMUSG00000025779.11,Ly96,protein_coding,1021,0
ENSMUSG00000100093.2,Gm29649,processed_pseudogene,419,0
ENSMUSG00000091020.4,Gm5828,processed_pseudogene,1860,0
ENSMUSG00000101640.2,Gm28376,lncRNA,176,0
ENSMUSG00000104133.2,4921511E07Rik,TEC,827,0
ENSMUSG00000042686.6,Jph1,protein_coding,4998,0
ENSMUSG00000100110.2,Gm28783,lncRNA,359,0
ENSMUSG00000025777.9,Gdap1,protein_coding,7731,0
ENSMUSG00000099899.2,Gm28784,lncRNA,1011,0
ENSMUSG00000100272.2,Gm28785,processed_pseudogene,379,0
ENSMUSG00000100398.2,Gm5251,processed_pseudogene,472,0
ENSMUSG00000101589.2,Rbm6-ps1,processed_pseudogene,2870,0
ENSMUSG00000102048.2,Gm6075,processed_pseudogene,486,3
ENSMUSG00000089534.3,Gm25166,snoRNA,111,0
ENSMUSG00000067780.4,Pi15,protein_coding,6923,0
ENSMUSG00000100053.2,Gm28154,lncRNA,4218,0
ENSMUSG00000085125.8,Gm16070,lncRNA,8345,0
ENSMUSG00000025776.14,Crispld1,protein_coding,4515,0
ENSMUSG00000099895.2,Gm28153,lncRNA,629,0
ENSMUSG00000100554.2,Gm7690,processed_pseudogene,1399,0
ENSMUSG00000099473.2,Gm18775,transcribed_unprocessed_pseudogene,586,0
ENSMUSG00000099591.2,Gm17969,processed_pseudogene,2557,0
ENSMUSG00000109887.2,Gm28756,lncRNA,2570,0
ENSMUSG00000102001.2,Gm28755,unprocessed_pseudogene,199,0
ENSMUSG00000101717.3,Gm45784,transcribed_unprocessed_pseudogene,142,0
ENSMUSG00000025774.15,Crisp4,protein_coding,2737,0
ENSMUSG00000070977.5,Defb44-ps,unprocessed_pseudogene,219,0
ENSMUSG00000073735.2,Defb18,protein_coding,258,0
ENSMUSG00000067773.7,Defb41,protein_coding,610,0
ENSMUSG00000101685.2,Gm17837,processed_pseudogene,985,0
ENSMUSG00000101306.2,Gm5252,processed_pseudogene,909,0
ENSMUSG00000088800.4,Gm24075,snoRNA,72,0
ENSMUSG00000101644.2,Gm28343,processed_pseudogene,112,0
ENSMUSG00000099433.2,Gm28344,processed_pseudogene,279,0
ENSMUSG00000089787.3,Gm15825,lncRNA,918,0
ENSMUSG00000042596.8,Tfap2d,protein_coding,1954,0
ENSMUSG00000100720.2,Gm10075,processed_pseudogene,545,0
ENSMUSG00000025927.14,Tfap2b,protein_coding,6338,0
ENSMUSG00000100538.2,Gm28340,lncRNA,202,0
ENSMUSG00000101117.2,Gm28341,processed_pseudogene,472,0
ENSMUSG00000100204.2,Gm4849,processed_pseudogene,2246,0
ENSMUSG00002076883.1,SNORD29,snoRNA,65,0
ENSMUSG00000102597.2,Gm38382,TEC,2499,0
ENSMUSG00000043760.17,Pkhd1,protein_coding,14310,0
ENSMUSG00000104095.2,Gm37315,TEC,3479,0
ENSMUSG00000089914.3,4930486I03Rik,lncRNA,788,0
ENSMUSG00000090142.3,Gm15795,processed_pseudogene,553,0
ENSMUSG00000070175.3,Gm24162,snRNA,102,0
ENSMUSG00000099906.3,Gm28653,lncRNA,5551,0
ENSMUSG00000065559.3,Mir206,miRNA,73,0
ENSMUSG00000065480.3,Mir133b,miRNA,119,0
ENSMUSG00000025929.5,Il17a,protein_coding,1171,0
ENSMUSG00000041872.10,Il17f,protein_coding,2022,0
ENSMUSG00000041859.11,Mcm3,protein_coding,3752,9
ENSMUSG00000099714.2,Gm20587,processed_pseudogene,1186,0
ENSMUSG00000102121.2,Gm28065,lncRNA,833,0
ENSMUSG00000088858.3,Gm24723,snoRNA,132,0
ENSMUSG00000097934.2,6720483E21Rik,lncRNA,1120,0
ENSMUSG00000025931.16,Paqr8,protein_coding,5488,0
ENSMUSG00000077314.3,Gm24171,snoRNA,131,0
ENSMUSG00000100929.2,Gm28064,processed_pseudogene,858,0
ENSMUSG00000041809.6,Efhc1,protein_coding,2208,0
ENSMUSG00000041779.6,Tram2,protein_coding,6661,0
ENSMUSG00000099971.2,Gm28287,lncRNA,546,0
ENSMUSG00000100819.2,Gm2693,unprocessed_pseudogene,571,0
ENSMUSG00000025933.16,Tmem14a,protein_coding,1351,0
ENSMUSG00000102633.2,Gm38224,TEC,2100,0
ENSMUSG00000025934.16,Gsta3,protein_coding,4344,0
ENSMUSG00000099343.2,Gm28836,lncRNA,633,0
ENSMUSG00000096375.3,Gm7094,unprocessed_pseudogene,366,0
ENSMUSG00000025936.16,Gm4956,transcribed_unprocessed_pseudogene,1365,0
ENSMUSG00000093963.2,Gm21909,unprocessed_pseudogene,439,0
ENSMUSG00000067750.4,Khdc1a,protein_coding,1987,0
ENSMUSG00000086194.2,Gm16329,unprocessed_pseudogene,371,0
ENSMUSG00000094436.2,Gm16327,processed_pseudogene,228,0
ENSMUSG00000041722.8,Khdc1c,protein_coding,1946,0
ENSMUSG00000085507.2,Gm2709,unprocessed_pseudogene,350,0
ENSMUSG00000094926.2,Gm16533,processed_pseudogene,228,0
ENSMUSG00000085079.4,Khdc1b,protein_coding,2236,0
ENSMUSG00000085679.3,Gm16328,processed_pseudogene,196,0
ENSMUSG00000028033.17,Kcnq5,protein_coding,7689,0
ENSMUSG00000104138.2,Gm36949,TEC,2327,0
ENSMUSG00000082935.4,Gm7658,processed_pseudogene,1124,0
ENSMUSG00000103748.2,Gm38243,TEC,1567,0
ENSMUSG00000099692.2,Gm5696,processed_pseudogene,552,0
ENSMUSG00000100418.2,Gm28239,processed_pseudogene,447,0
ENSMUSG00000041670.20,Rims1,protein_coding,8103,0
ENSMUSG00000097642.2,Gm26866,processed_pseudogene,802,0
ENSMUSG00000101468.2,Gm7761,processed_pseudogene,921,0
ENSMUSG00000101227.2,Gm29506,lncRNA,2078,0
ENSMUSG00000073730.3,Ppp1r14bl,protein_coding,1781,0
ENSMUSG00000089553.3,Gm24176,snoRNA,121,0
ENSMUSG00000102766.2,Gm6420,TEC,723,0
ENSMUSG00000065405.5,Mir30a,miRNA,71,0
ENSMUSG00000097970.2,Gm27028,lncRNA,399,0
ENSMUSG00000065567.3,Mir30c-2,miRNA,84,0
ENSMUSG00000100775.2,Gm29107,lncRNA,347,0
ENSMUSG00000101226.2,Gm20954,processed_pseudogene,644,0
ENSMUSG00000026158.12,Ogfrl1,protein_coding,8109,0
ENSMUSG00000097920.2,Gm7784,processed_pseudogene,989,2
ENSMUSG00000099503.2,Gm28822,lncRNA,778,0
ENSMUSG00000026156.9,B3gat2,protein_coding,6203,0
ENSMUSG00000026155.14,Smap1,protein_coding,3575,0
ENSMUSG00000026154.5,Sdhaf4,protein_coding,874,0
ENSMUSG00000102495.2,Gm26524,TEC,390,0
ENSMUSG00000026153.16,Fam135a,protein_coding,7773,0
ENSMUSG00000102398.2,Gm37580,TEC,2800,0
ENSMUSG00000097670.2,Gm26607,processed_pseudogene,867,0
ENSMUSG00000026147.17,Col9a1,protein_coding,5068,0
ENSMUSG00000026141.14,Col19a1,protein_coding,6887,0
ENSMUSG00000077463.3,Gm26418,snoRNA,137,0
ENSMUSG00000099997.2,Tubb4b-ps2,processed_pseudogene,1337,0
ENSMUSG00000100131.2,Gm28439,unprocessed_pseudogene,876,0
ENSMUSG00000067736.3,Gm10222,unprocessed_pseudogene,294,0
ENSMUSG00000101939.2,Gm28438,unprocessed_pseudogene,345,0
ENSMUSG00000101111.2,Gm28437,unprocessed_pseudogene,783,0
ENSMUSG00000100862.2,Gm10925,unprocessed_pseudogene,678,1
ENSMUSG00000102070.2,Gm28661,unprocessed_pseudogene,681,0
ENSMUSG00000101249.2,Gm29216,unprocessed_pseudogene,492,0
ENSMUSG00000073725.9,Lmbrd1,protein_coding,5960,0
ENSMUSG00000100808.2,Gm28594,processed_pseudogene,661,0
ENSMUSG00000100483.2,Gm28237,lncRNA,1216,0
ENSMUSG00000100450.2,Gm9443,processed_pseudogene,816,0
ENSMUSG00000099392.2,Gm29414,lncRNA,448,0
ENSMUSG00000033569.18,Adgrb3,protein_coding,18559,0
ENSMUSG00000080849.2,Gm15702,processed_pseudogene,444,0
ENSMUSG00000104257.2,Gm20172,TEC,1551,0
ENSMUSG00000119153.1,U6,snRNA,107,0
ENSMUSG00000102296.2,Gm37543,TEC,1031,0
ENSMUSG00000103209.2,Gm37331,TEC,3375,0
ENSMUSG00000104027.2,Gm37211,TEC,3433,0
ENSMUSG00000102407.2,Gm37862,TEC,2533,0
ENSMUSG00000103214.2,Gm38286,TEC,3105,0
ENSMUSG00000104100.2,Gm37880,TEC,3257,0
ENSMUSG00000084740.3,Gm25294,snRNA,104,0
ENSMUSG00000103889.2,Gm37011,TEC,2935,0
ENSMUSG00000101301.2,Gm29214,processed_pseudogene,570,0
ENSMUSG00000104221.2,Gm37051,TEC,2943,0
ENSMUSG00000102250.2,Gm38260,TEC,3995,0
ENSMUSG00000102317.2,Gm37628,TEC,5440,0
ENSMUSG00000103563.2,8030445P17Rik,TEC,2741,0
ENSMUSG00000102465.2,Gm38198,TEC,3581,0
ENSMUSG00000102659.2,Gm37077,TEC,3691,0
ENSMUSG00000103924.2,Gm37895,TEC,4550,0
ENSMUSG00000104132.2,Gm36952,TEC,3625,0
ENSMUSG00000102747.2,Gm37602,TEC,3310,0
ENSMUSG00000102386.2,2900022M07Rik,TEC,1017,0
ENSMUSG00000103004.2,2900002M20Rik,TEC,330,0
ENSMUSG00000104516.2,Gm9884,TEC,1222,0
ENSMUSG00000101618.2,Gm18443,processed_pseudogene,556,0
ENSMUSG00000099458.2,Gm19123,processed_pseudogene,651,0
ENSMUSG00000088111.3,Gm24064,snoRNA,106,0
ENSMUSG00000073722.4,4931408C20Rik,protein_coding,4318,0
ENSMUSG00000119695.1,5S_rRNA,rRNA,119,0
ENSMUSG00000100310.2,Gm19641,processed_pseudogene,417,0
ENSMUSG00000101514.2,Gm5524,lncRNA,2002,0
ENSMUSG00000101033.2,Gm18776,processed_pseudogene,654,0
ENSMUSG00000101372.2,Gm19028,processed_pseudogene,1873,0
ENSMUSG00000103241.2,Gm38089,TEC,1514,0
ENSMUSG00000086240.5,Gm7846,processed_pseudogene,274,0
ENSMUSG00000048411.5,Gm597,protein_coding,2887,0
ENSMUSG00000081557.3,Gm5697,processed_pseudogene,2482,0
ENSMUSG00000058590.3,Gm6462,processed_pseudogene,304,0
ENSMUSG00000101235.2,Gm18033,processed_pseudogene,550,0
ENSMUSG00002075209.1,Y_RNA,misc_RNA,112,0
ENSMUSG00002076857.1,ENSMUSG00002076857,miRNA,100,0
ENSMUSG00002074912.1,ENSMUSG00002074912,miRNA,96,0
ENSMUSG00000099257.3,Mir6342,miRNA,125,0
ENSMUSG00000099492.2,Gm5525,processed_pseudogene,1312,1
ENSMUSG00000118548.2,Gm53035,processed_pseudogene,1285,0
ENSMUSG00000101726.2,Gm7858,processed_pseudogene,622,0
ENSMUSG00002075317.1,ENSMUSG00002075317,miRNA,110,0
ENSMUSG00002075289.1,ENSMUSG00002075289,miRNA,107,0
ENSMUSG00000053185.3,Gm9898,lncRNA,1161,0
ENSMUSG00000100261.2,Gm6473,unprocessed_pseudogene,1210,0
ENSMUSG00000101180.2,Gm2914,processed_pseudogene,328,0
ENSMUSG00000048874.16,Phf3,protein_coding,14190,2
ENSMUSG00000103783.2,Gm37522,TEC,2884,0
ENSMUSG00000104315.2,Gm37906,TEC,3035,0
ENSMUSG00000026064.17,Ptp4a1,protein_coding,5541,0
ENSMUSG00000117310.3,Ptp4a1,protein_coding,4145,0
ENSMUSG00000117091.2,Gm5698,protein_coding,726,0
ENSMUSG00000086726.4,Gm9458,processed_pseudogene,729,0
ENSMUSG00000086727.9,4931428L18Rik,protein_coding,3751,0
ENSMUSG00000100237.2,Gm28644,lncRNA,585,0
ENSMUSG00002076113.1,5S_rRNA,rRNA,138,0
ENSMUSG00000100910.2,Gm29128,lncRNA,2858,0
ENSMUSG00000099796.2,Gm7893,processed_pseudogene,225,0
ENSMUSG00000050217.14,Lgsn,protein_coding,1937,0
ENSMUSG00000026063.5,Dnaaf6,protein_coding,1451,0
ENSMUSG00000077664.3,Gm26145,snoRNA,127,0
ENSMUSG00000100205.2,Gm4850,processed_pseudogene,559,0
ENSMUSG00000100592.2,Gm28645,processed_pseudogene,564,0
ENSMUSG00000094215.3,Gm6489,processed_pseudogene,696,0
ENSMUSG00000101093.2,Eef1a1-ps2,processed_pseudogene,1337,2
ENSMUSG00000070960.5,Gm19680,processed_pseudogene,1513,0
ENSMUSG00000088620.3,Gm23032,snRNA,107,0
ENSMUSG00000082159.3,Gm7910,processed_pseudogene,835,0
ENSMUSG00000026058.12,Khdrbs2,protein_coding,10291,0
ENSMUSG00000064688.3,Gm25814,snRNA,107,0
ENSMUSG00000103482.2,Gm37999,TEC,1809,0
ENSMUSG00000104498.2,Gm37110,TEC,1628,0
ENSMUSG00000104313.2,Gm37911,TEC,1545,0
ENSMUSG00000102865.2,Gm9839,TEC,1437,0
ENSMUSG00000102321.2,Gm37792,TEC,3413,0
ENSMUSG00000091318.3,Gm5415,protein_coding,3609,0
ENSMUSG00000089489.3,Gm24732,snRNA,63,0
ENSMUSG00000104433.2,Gm37426,TEC,2470,0
ENSMUSG00002076392.1,7SK,misc_RNA,292,0
ENSMUSG00000102926.2,Gm37151,TEC,5007,0
ENSMUSG00000100497.2,Gm28624,processed_pseudogene,2131,0
ENSMUSG00000102917.2,Gm37724,lncRNA,1221,0
ENSMUSG00000100481.2,Gm7114,processed_pseudogene,1789,0
ENSMUSG00000100590.2,Gm4785,processed_pseudogene,751,0
ENSMUSG00000088750.3,Gm24901,snRNA,110,0
ENSMUSG00000104230.2,Gm37591,lncRNA,650,0
ENSMUSG00000101754.3,Gm2987,processed_pseudogene,1693,0
ENSMUSG00000065223.4,Gm25792,snRNA,100,0
ENSMUSG00000100318.3,Gm18799,processed_pseudogene,913,0
ENSMUSG00000101612.3,Gm7933,processed_pseudogene,2255,0
ENSMUSG00000065260.3,Gm23453,snRNA,106,0
ENSMUSG00000026134.12,Prim2,protein_coding,5938,0
ENSMUSG00000101682.2,Gm29228,processed_pseudogene,418,0
ENSMUSG00000102714.2,Gm37618,TEC,3075,0
ENSMUSG00000102093.2,Gm17813,processed_pseudogene,328,0
ENSMUSG00000103746.2,1700001G17Rik,TEC,889,0
ENSMUSG00000102198.2,Gm38173,TEC,2314,0
ENSMUSG00000004768.15,Rab23,protein_coding,8285,0
ENSMUSG00000042215.9,Bag2,protein_coding,3059,0
