gene_id,gene_name,gene_type,gene_length,gene_count
ENSG00000272438.1,RP11-54O7.16,lncRNA,351,0
ENSG00000230699.2,RP11-54O7.1,lncRNA,3043,0
ENSG00000241180.1,RP11-54O7.2,lncRNA,443,0
ENSG00000223764.2,LINC02593,lncRNA,4152,0
ENSG00000187634.13,SAMD11,protein_coding,4172,18
ENSG00000188976.11,NOC2L,protein_coding,5540,18
ENSG00000187961.14,KLHL17,protein_coding,3402,0
ENSG00000187583.11,PLEKHN1,protein_coding,3451,0
ENSG00000187642.9,PERM1,protein_coding,3424,0
ENSG00000272512.1,RP11-54O7.17,lncRNA,2086,2
ENSG00000188290.11,HES4,protein_coding,1118,6
ENSG00000187608.10,ISG15,protein_coding,867,0
ENSG00000231702.2,RP11-54O7.10,processed_pseudogene,154,0
ENSG00000224969.1,RP11-54O7.11,lncRNA,471,0
ENSG00000188157.15,AGRN,protein_coding,10761,12
ENSG00000242590.1,RP11-54O7.14,lncRNA,402,0
ENSG00000217801.10,RP11-465B22.3,transcribed_unprocessed_pseudogene,2203,0
ENSG00000273443.1,RP11-54O7.18,lncRNA,829,0
ENSG00000237330.3,RNF223,protein_coding,1900,0
ENSG00000131591.18,C1orf159,protein_coding,6322,5
ENSG00000285812.1,RP11-465B22.9,lncRNA,1095,0
ENSG00000223823.1,LINC01342,lncRNA,1620,0
ENSG00000207730.3,MIR200B,miRNA,95,0
ENSG00000207607.3,MIR200A,miRNA,90,0
ENSG00000198976.1,MIR429,miRNA,83,0
ENSG00000272141.1,RP11-465B22.8,lncRNA,987,0
ENSG00000205231.1,TTLL10-AS1,lncRNA,3532,0
ENSG00000162571.14,TTLL10,protein_coding,3998,0
ENSG00000186891.14,TNFRSF18,protein_coding,1271,0
ENSG00000186827.11,TNFRSF4,protein_coding,1722,0
ENSG00000078808.19,SDF4,protein_coding,4744,8
ENSG00000176022.7,B3GALT6,protein_coding,2805,3
ENSG00000184163.3,C1QTNF12,protein_coding,1794,0
ENSG00000260179.1,RP5-902P8.12,lncRNA,1558,0
ENSG00000160087.21,UBE2J2,protein_coding,4691,6
ENSG00000230415.1,LINC01786,lncRNA,513,0
ENSG00000162572.21,SCNN1D,protein_coding,4025,0
ENSG00000131584.19,ACAP3,protein_coding,8707,5
ENSG00000278073.1,MIR6726,miRNA,61,0
ENSG00000169972.12,PUSL1,protein_coding,2459,2
ENSG00000127054.21,INTS11,protein_coding,8216,8
ENSG00000283712.1,MIR6727,miRNA,65,0
ENSG00000240731.1,RP5-890O3.9,lncRNA,386,0
ENSG00000224051.7,CPTP,protein_coding,2555,1
ENSG00000169962.5,TAS1R3,protein_coding,3475,0
ENSG00000107404.20,DVL1,protein_coding,3882,12
ENSG00000284372.1,MIR6808,miRNA,59,0
ENSG00000162576.17,MXRA8,protein_coding,3622,0
ENSG00000175756.13,AURKAIP1,protein_coding,1669,7
ENSG00000223663.2,NDUFB4P8,processed_pseudogene,367,0
ENSG00000221978.12,CCNL2,protein_coding,6857,0
ENSG00000224870.7,MRPL20-AS1,lncRNA,2527,3
ENSG00000242485.6,MRPL20,protein_coding,2767,3
ENSG00000264293.2,RN7SL657P,misc_RNA,293,0
ENSG00000272455.1,MRPL20-DT,lncRNA,1523,0
ENSG00000235098.9,ANKRD65,protein_coding,2644,0
ENSG00000225905.1,RP4-758J18.7,lncRNA,543,0
ENSG00000205116.4,TMEM88B,protein_coding,3217,0
ENSG00000225285.1,LINC01770,lncRNA,851,0
ENSG00000179403.12,VWA1,protein_coding,5065,1
ENSG00000215915.10,ATAD3C,protein_coding,3981,0
ENSG00000160072.20,ATAD3B,protein_coding,7686,1
ENSG00000284740.1,RP5-832C2.8,transcribed_unprocessed_pseudogene,660,0
ENSG00000197785.14,ATAD3A,protein_coding,3344,2
ENSG00000205090.9,TMEM240,protein_coding,2009,0
ENSG00000160075.12,SSU72,protein_coding,6919,22
ENSG00000215014.5,RP5-832C2.5,lncRNA,2349,0
ENSG00000274481.1,RP11-345P4.11,processed_pseudogene,400,0
ENSG00000228594.4,FNDC10,protein_coding,2124,7
ENSG00000286989.1,RP11-345P4.12,lncRNA,1830,0
ENSG00000272106.1,RP11-345P4.9,lncRNA,2038,0
ENSG00000197530.13,MIB2,protein_coding,8723,0
ENSG00000189409.14,MMP23B,protein_coding,2205,0
ENSG00000248333.9,CDK11B,protein_coding,3490,0
ENSG00000272004.1,RP11-345P4.10,lncRNA,400,0
ENSG00000189339.12,SLC35E2B,protein_coding,8462,5
ENSG00000269737.2,RP11-345P4.6,transcribed_processed_pseudogene,1819,0
ENSG00000215914.4,MMP23A,unprocessed_pseudogene,1017,0
ENSG00000008128.23,CDK11A,protein_coding,5085,0
ENSG00000268575.1,RP1-283E3.8,lncRNA,5079,0
ENSG00000227775.3,RP1-283E3.4,transcribed_processed_pseudogene,2759,1
ENSG00000215790.8,SLC35E2A,transcribed_unprocessed_pseudogene,3264,0
ENSG00000008130.15,NADK,protein_coding,5570,9
ENSG00000078369.18,GNB1,protein_coding,6417,52
ENSG00000231050.1,RP1-140A9.1,lncRNA,906,0
ENSG00000169885.10,CALML6,protein_coding,2040,0
ENSG00000178821.13,TMEM52,protein_coding,1600,1
ENSG00000142609.19,CFAP74,protein_coding,10422,0
ENSG00000233542.2,RP11-547D24.1,lncRNA,2063,0
ENSG00000187730.9,GABRD,protein_coding,5525,0
ENSG00000226969.1,RP11-547D24.3,lncRNA,538,0
ENSG00000067606.17,PRKCZ,protein_coding,7695,1
ENSG00000271806.1,RP5-892K4.1,lncRNA,4196,0
ENSG00000182873.5,PRKCZ-AS1,lncRNA,1734,0
ENSG00000162585.17,FAAP20,protein_coding,10916,3
ENSG00000234396.3,RP11-181G12.4,lncRNA,326,0
ENSG00000157933.10,SKI,protein_coding,6550,58
ENSG00000287356.1,RP11-181G12.8,lncRNA,5794,0
ENSG00000116151.14,MORN1,protein_coding,11337,0
ENSG00000272161.1,RP4-713A8.1,lncRNA,493,0
ENSG00000269896.2,RP4-740C4.5,transcribed_processed_pseudogene,2407,0
ENSG00000272420.1,RP4-740C4.7,lncRNA,568,0
ENSG00000157916.20,RER1,protein_coding,5689,5
ENSG00000157911.11,PEX10,protein_coding,3782,3
ENSG00000149527.18,PLCH2,protein_coding,10809,0
ENSG00000224387.1,RP3-395M20.2,lncRNA,455,0
ENSG00000229393.1,RP3-395M20.3,lncRNA,514,0
ENSG00000157881.16,PANK4,protein_coding,5072,1
ENSG00000197921.6,HES5,protein_coding,1324,0
ENSG00000272449.2,RP3-395M20.12,lncRNA,1531,0
ENSG00000238164.6,TNFRSF14-AS1,lncRNA,6137,0
ENSG00000157873.18,TNFRSF14,protein_coding,6214,0
ENSG00000225931.3,RP3-395M20.7,TEC,1297,0
ENSG00000228037.1,RP3-395M20.9,lncRNA,626,0
ENSG00000157870.17,PRXL2B,protein_coding,3371,5
ENSG00000142606.16,MMEL1,protein_coding,3870,0
ENSG00000237058.1,MMEL1-AS1,lncRNA,373,0
ENSG00000215912.12,TTC34,protein_coding,8814,0
ENSG00000285945.1,ABC14-1188822O7.2,lncRNA,593,0
ENSG00000283259.1,ABC14-1188822O7.1,lncRNA,1565,0
ENSG00000233234.1,RP11-740P5.2,lncRNA,607,0
ENSG00000287396.1,RP11-740P5.4,lncRNA,663,0
ENSG00000231630.1,RP11-740P5.3,lncRNA,429,0
ENSG00000284745.1,RP5-907A6.1,lncRNA,1654,0
ENSG00000169717.7,ACTRT2,protein_coding,1437,0
ENSG00000177133.12,PRDM16-DT,lncRNA,5600,0
ENSG00000142611.17,PRDM16,protein_coding,9767,1
ENSG00000283572.1,MIR4251,miRNA,61,0
ENSG00000226286.1,RP1-163G9.2,lncRNA,469,0
ENSG00000279839.1,RP11-193J6.1,TEC,2677,0
ENSG00000272235.1,RP11-22L13.1,lncRNA,3461,0
ENSG00000287828.1,RP4-785P20.3,lncRNA,728,0
ENSG00000286518.1,RP4-785P20.2,lncRNA,2784,0
ENSG00000130762.15,ARHGEF16,protein_coding,5324,1
ENSG00000272088.1,RP11-168F9.2,lncRNA,382,0
ENSG00000162591.16,MEGF6,protein_coding,9021,0
ENSG00000207776.1,MIR551A,miRNA,96,0
ENSG00000238260.1,RP11-46F15.2,lncRNA,622,0
ENSG00000158109.15,TPRG1L,protein_coding,2401,4
ENSG00000116213.16,WRAP73,protein_coding,7634,6
ENSG00000078900.15,TP73,protein_coding,6767,9
ENSG00000227589.1,TP73-AS3,lncRNA,754,0
ENSG00000235131.1,TP73-AS2,lncRNA,351,0
ENSG00000227372.12,TP73-AS1,transcribed_unitary_pseudogene,9701,4
ENSG00000276189.1,ENSG10010138423.1,misc_RNA,161,0
ENSG00000162592.10,CCDC27,protein_coding,4238,0
ENSG00000235169.11,SMIM1,protein_coding,993,0
ENSG00000130764.10,LRRC47,protein_coding,4509,18
ENSG00000266075.2,RN7SL574P,misc_RNA,297,0
ENSG00000272153.1,RP1-286D6.5,lncRNA,531,0
ENSG00000116198.14,CEP104,protein_coding,11885,8
ENSG00000169598.17,DFFB,protein_coding,3870,2
ENSG00000198912.12,C1orf174,protein_coding,4883,5
ENSG00000236423.6,LINC01134,lncRNA,4084,0
ENSG00000233304.7,LINC01346,lncRNA,5054,0
ENSG00000226374.3,LINC01345,lncRNA,2168,0
ENSG00000284668.2,LINC02780,lncRNA,1835,0
ENSG00000284703.1,RP11-718D19.2,lncRNA,4817,0
ENSG00000229280.1,EEF1DP6,processed_pseudogene,372,0
ENSG00000235054.4,LINC01777,lncRNA,2574,0
ENSG00000284694.1,RP5-1166F10.2,lncRNA,3402,0
ENSG00000227169.2,RP1-37J18.1,lncRNA,356,0
ENSG00000232596.3,LINC01646,lncRNA,3328,0
ENSG00000196581.11,AJAP1,protein_coding,12528,0
ENSG00000287586.1,RP1-77N19.1,lncRNA,3225,0
ENSG00000284739.1,RP4-603B14.2,lncRNA,464,0
ENSG00000284674.1,LINC02781,lncRNA,1580,0
ENSG00000231510.1,LINC02782,lncRNA,449,0
ENSG00000284616.1,RP4-703E10.1,lncRNA,1225,0
ENSG00000284692.2,RP1-58B11.2,lncRNA,2316,0
ENSG00000284666.1,RP1-58B11.3,lncRNA,609,0
ENSG00000260972.1,RP1-58B11.1,lncRNA,1697,0
ENSG00000283356.1,RP3-491M17.1,unprocessed_pseudogene,135,0
ENSG00000236948.2,RP11-154H17.1,lncRNA,1095,0
ENSG00000264341.1,ENSG00000264341,miRNA,73,0
ENSG00000264101.1,MIR4689,miRNA,70,0
ENSG00000131697.18,NPHP4,protein_coding,13167,1
ENSG00000069424.15,KCNAB2,protein_coding,17329,2
ENSG00000116254.18,CHD5,protein_coding,10094,0
ENSG00000285629.1,RP1-120G22.12,protein_coding,663,0
ENSG00000116251.11,RPL22,protein_coding,4665,3
ENSG00000226944.1,RNF207-AS1,lncRNA,378,0
ENSG00000158286.13,RNF207,protein_coding,6595,0
ENSG00000116237.16,ICMT,protein_coding,4910,31
ENSG00000225077.3,LINC00337,lncRNA,2358,0
ENSG00000173673.8,HES3,protein_coding,710,0
ENSG00000158292.7,GPR153,protein_coding,4198,0
ENSG00000097021.20,ACOT7,protein_coding,3500,16
ENSG00000271746.1,RP1-202O8.3,lncRNA,837,0
ENSG00000069812.11,HES2,protein_coding,5407,0
ENSG00000187017.17,ESPN,protein_coding,6952,0
ENSG00000265392.1,MIR4252,miRNA,63,0
ENSG00000231868.1,RP1-202O8.2,lncRNA,351,0
ENSG00000215788.11,TNFRSF25,protein_coding,4263,0
ENSG00000171680.23,PLEKHG5,protein_coding,6935,2
ENSG00000162408.11,NOL9,protein_coding,7271,38
ENSG00000253022.1,RNU6-731P,snRNA,111,0
ENSG00000229519.2,RP11-58A11.2,processed_pseudogene,401,0
ENSG00000173662.21,TAS1R1,protein_coding,2764,0
ENSG00000204859.13,ZBTB48,protein_coding,4510,1
ENSG00000162413.16,KLHL21,protein_coding,6901,6
ENSG00000116273.6,PHF13,protein_coding,3632,7
ENSG00000041988.15,THAP3,protein_coding,4072,1
ENSG00000007923.16,DNAJC11,protein_coding,5083,11
ENSG00000228750.7,LINC01672,lncRNA,2188,0
ENSG00000284744.1,RP11-242F24.2,lncRNA,987,2
ENSG00000237436.1,CAMTA1-DT,lncRNA,415,0
ENSG00000171735.19,CAMTA1,protein_coding,9903,3
ENSG00000227950.1,RP11-312B8.2,processed_pseudogene,286,0
ENSG00000237365.1,RP11-334N17.1,lncRNA,349,0
ENSG00000207056.1,RNU1-8P,snRNA,165,0
ENSG00000237402.1,CAMTA1-IT1,lncRNA,365,0
ENSG00000237728.2,CAMTA1-AS2,lncRNA,744,0
ENSG00000225126.1,CAMTA1-AS1,lncRNA,361,0
ENSG00000270171.1,RP11-338N10.1,lncRNA,1721,0
ENSG00000270035.1,RP11-338N10.2,lncRNA,570,0
ENSG00000269978.1,RP11-338N10.3,lncRNA,267,0
ENSG00000049245.13,VAMP3,protein_coding,2733,8
ENSG00000269925.1,RP3-467L1.6,lncRNA,393,0
ENSG00000049246.15,PER3,protein_coding,8128,0
ENSG00000236266.1,RP3-467L1.4,lncRNA,830,0
ENSG00000049247.14,UTS2,protein_coding,1793,0
ENSG00000049249.9,TNFRSF9,protein_coding,6354,0
ENSG00000270330.1,RP5-892F13.2,processed_pseudogene,355,0
ENSG00000116288.13,PARK7,protein_coding,2397,3
ENSG00000200344.1,Y_RNA,misc_RNA,103,0
ENSG00000284747.1,CTA-215D11.6,lncRNA,4116,0
ENSG00000284716.1,CTA-215D11.5,lncRNA,1043,0
ENSG00000116285.13,ERRFI1,protein_coding,4179,8
ENSG00000238290.1,RP11-431K24.1,lncRNA,2044,0
ENSG00000232848.1,CTA-215D11.4,processed_pseudogene,800,0
ENSG00000229305.1,RP11-431K24.2,processed_pseudogene,1075,0
ENSG00000227634.3,LINC01714,lncRNA,1001,0
ENSG00000200975.1,RNU1-7P,snRNA,164,0
ENSG00000233645.1,RP11-431K24.4,lncRNA,477,0
ENSG00000251977.1,RNU6-991P,snRNA,107,0
ENSG00000162426.16,SLC45A1,protein_coding,2600,0
ENSG00000252254.1,Y_RNA,misc_RNA,113,0
ENSG00000142599.19,RERE,protein_coding,14112,31
ENSG00000232912.6,RERE-AS1,lncRNA,1178,0
ENSG00000221083.1,ENSG10010135148.1,snoRNA,125,0
ENSG00000270282.1,RP5-1115A15.2,processed_pseudogene,369,0
ENSG00000234619.1,RPL7P11,processed_pseudogene,658,0
ENSG00000224315.2,RPL7P7,processed_pseudogene,703,0
ENSG00000222511.2,Y_RNA,misc_RNA,103,0
ENSG00000226545.1,RP4-633I8.3,unprocessed_pseudogene,415,0
ENSG00000228423.2,RP4-633I8.4,lncRNA,353,0
ENSG00000229716.2,RPL23AP19,processed_pseudogene,369,0
ENSG00000074800.16,ENO1,protein_coding,5216,215
ENSG00000274258.1,MIR6728,miRNA,89,0
ENSG00000230679.1,ENO1-AS1,lncRNA,456,0
ENSG00000201725.1,RNU6-304P,snRNA,107,0
ENSG00000238249.2,HMGN2P17,processed_pseudogene,743,4
ENSG00000232208.2,RP3-477M7.5,processed_pseudogene,352,0
ENSG00000232663.2,RP3-477M7.6,processed_pseudogene,163,2
ENSG00000131686.15,CA6,protein_coding,2662,0
ENSG00000265141.2,RN7SL451P,misc_RNA,299,0
ENSG00000197241.4,SLC2A7,protein_coding,1944,0
ENSG00000142583.18,SLC2A5,protein_coding,6632,0
ENSG00000252404.1,ENSG10010139882.1,scaRNA,184,0
ENSG00000180758.12,GPR157,protein_coding,5304,3
ENSG00000228526.7,MIR34AHG,lncRNA,8702,0
ENSG00000284357.1,MIR34A,miRNA,110,0
ENSG00000234546.4,LNCTAM34A,lncRNA,2141,0
ENSG00000049239.13,H6PD,protein_coding,9322,5
ENSG00000171621.14,SPSB1,protein_coding,3389,0
ENSG00000284652.1,CTD-2510L9.2,lncRNA,1765,0
ENSG00000284693.1,LINC02606,lncRNA,2623,0
ENSG00000252956.1,RNA5SP40,rRNA_pseudogene,110,0
ENSG00000235263.1,RP13-392I16.1,lncRNA,708,0
ENSG00000171612.7,SLC25A33,protein_coding,3865,4
ENSG00000231181.1,RP13-15M17.1,processed_pseudogene,559,0
ENSG00000188807.13,TMEM201,protein_coding,6981,10
ENSG00000171608.16,PIK3CD,protein_coding,6333,0
ENSG00000179840.5,PIK3CD-AS1,lncRNA,1823,0
ENSG00000233268.3,RP11-558F24.2,processed_pseudogene,421,0
ENSG00000231789.2,PIK3CD-AS2,lncRNA,939,1
ENSG00000171603.18,CLSTN1,protein_coding,5241,38
ENSG00000271264.1,MZT1P1,processed_pseudogene,246,0
ENSG00000280113.2,RP11-84A14.7,TEC,1983,0
ENSG00000178585.15,CTNNBIP1,protein_coding,3339,3
ENSG00000223989.1,RP11-84A14.5,lncRNA,424,0
ENSG00000285701.1,RP11-84A14.8,lncRNA,762,0
ENSG00000162441.12,LZIC,protein_coding,5459,13
ENSG00000228150.1,RP11-84A14.4,lncRNA,440,0
ENSG00000173614.14,NMNAT1,protein_coding,4610,1
ENSG00000202415.1,RN7SKP269,misc_RNA,319,0
ENSG00000283611.2,TMEM274P,unitary_pseudogene,444,0
ENSG00000265521.1,MIR5697,miRNA,78,0
ENSG00000241326.1,RP11-807G9.2,lncRNA,436,0
ENSG00000162444.12,RBP7,protein_coding,862,0
ENSG00000130939.20,UBE4B,protein_coding,9237,26
ENSG00000224340.1,RP11-496H15.2,processed_pseudogene,337,0
ENSG00000233623.2,PGAM1P11,processed_pseudogene,680,0
ENSG00000201746.1,RNU6-828P,snRNA,107,0
ENSG00000054523.19,KIF1B,protein_coding,17955,17
ENSG00000264881.1,ENSG00000264881,miRNA,86,0
ENSG00000199562.1,RNU6-37P,snRNA,107,0
ENSG00000264501.2,RN7SL731P,misc_RNA,293,0
ENSG00000284735.1,RP4-736L20.4,lncRNA,2381,0
ENSG00000284642.1,RP4-736L20.5,lncRNA,1477,0
ENSG00000142657.21,PGD,protein_coding,3333,19
ENSG00000271989.1,RP4-736L20.3,lncRNA,797,0
ENSG00000251503.8,CENPS-CORT,protein_coding,2244,0
ENSG00000175279.22,CENPS,protein_coding,1748,1
ENSG00000241563.4,CORT,protein_coding,914,0
ENSG00000160049.12,DFFA,protein_coding,6625,31
ENSG00000203469.2,RP5-1113E3.3,lncRNA,467,0
ENSG00000142655.13,PEX14,protein_coding,2932,3
ENSG00000287727.1,RP4-734G22.4,lncRNA,2876,0
ENSG00000243267.3,RN7SL614P,misc_RNA,280,0
ENSG00000130940.15,CASZ1,protein_coding,11336,0
ENSG00000272078.1,RP4-734G22.3,lncRNA,7923,0
ENSG00000225158.2,HSPE1P24,processed_pseudogene,238,0
ENSG00000175262.14,C1orf127,protein_coding,3573,0
ENSG00000215785.2,CFL1P6,processed_pseudogene,494,0
ENSG00000120948.19,TARDBP,protein_coding,6187,25
ENSG00000009724.17,MASP2,protein_coding,4257,0
ENSG00000116649.10,SRM,protein_coding,1894,79
ENSG00000171824.14,EXOSC10,protein_coding,5991,12
ENSG00000226849.1,RP4-635E18.7,lncRNA,2682,0
ENSG00000230337.1,EXOSC10-AS1,lncRNA,536,1
ENSG00000198793.13,MTOR,protein_coding,12163,48
ENSG00000225602.5,MTOR-AS1,lncRNA,763,0
ENSG00000253086.1,RNU6-537P,snRNA,103,0
ENSG00000171819.5,ANGPTL7,protein_coding,2224,0
ENSG00000207451.1,RNU6-291P,snRNA,107,0
ENSG00000238173.1,RPL39P6,processed_pseudogene,150,0
ENSG00000120942.14,UBIAD1,protein_coding,5090,7
ENSG00000238199.1,UBE2V2P3,processed_pseudogene,437,0
ENSG00000284646.1,RP4-796F18.3,lncRNA,742,0
ENSG00000224338.2,MTCYBP45,processed_pseudogene,565,0
ENSG00000204624.8,DISP3,protein_coding,6120,0
ENSG00000285833.1,RP11-149P14.2,lncRNA,1051,0
ENSG00000235643.2,LINC01647,lncRNA,1351,0
ENSG00000284708.1,RP3-330O12.5,lncRNA,2094,0
ENSG00000116661.11,FBXO2,protein_coding,3163,1
ENSG00000132879.14,FBXO44,protein_coding,3527,4
ENSG00000116663.11,FBXO6,protein_coding,1735,0
ENSG00000116670.15,MAD2L2,protein_coding,3324,3
ENSG00000162490.7,DRAXIN,protein_coding,7365,0
ENSG00000177674.16,AGTRAP,protein_coding,2435,4
ENSG00000215910.7,C1orf167,protein_coding,6499,0
ENSG00000177553.6,C1orf167-AS1,lncRNA,1868,0
ENSG00000177000.13,MTHFR,protein_coding,11513,7
ENSG00000011021.23,CLCN6,protein_coding,8173,1
ENSG00000276470.1,ENSG10010138681.1,misc_RNA,173,0
ENSG00000278852.1,ENSG10010135835.1,misc_RNA,149,0
ENSG00000175206.10,NPPA,protein_coding,1120,0
ENSG00000275915.1,ENSG10010134403.1,misc_RNA,108,0
ENSG00000120937.9,NPPB,protein_coding,708,0
ENSG00000224904.1,SBF1P2,processed_pseudogene,2637,0
ENSG00000285646.2,RP5-934G17.7,lncRNA,3071,0
ENSG00000199347.1,RNU5E-1,snRNA,120,0
ENSG00000201801.1,RNU5E-4P,snRNA,120,0
ENSG00000116685.16,KIAA2013,protein_coding,3281,17
ENSG00000083444.17,PLOD1,protein_coding,5320,28
ENSG00000287384.1,RP5-1077B9.6,lncRNA,595,0
ENSG00000116688.18,MFN2,protein_coding,10234,34
ENSG00000270914.1,RP5-1077B9.5,processed_pseudogene,93,0
ENSG00000116691.11,MIIP,protein_coding,2821,5
ENSG00000202461.1,Y_RNA,misc_RNA,113,0
ENSG00000276869.1,MIR6729,miRNA,65,0
ENSG00000243539.3,RN7SL649P,misc_RNA,275,0
ENSG00000120949.15,TNFRSF8,protein_coding,3812,0
ENSG00000201135.1,RNU6-777P,snRNA,104,0
ENSG00000227875.2,RPL23AP89,processed_pseudogene,255,0
ENSG00000285604.1,RP11-426M1.3,lncRNA,1196,0
ENSG00000283789.1,MIR7846,miRNA,96,0
ENSG00000028137.19,TNFRSF1B,protein_coding,3778,0
ENSG00000263676.1,MIR4632,miRNA,61,0
ENSG00000225196.2,RPL10P17,processed_pseudogene,316,0
ENSG00000252969.1,SNORA70,snoRNA,124,0
ENSG00000048707.15,VPS13D,protein_coding,20768,18
ENSG00000239149.1,SNORA59A,snoRNA,152,0
ENSG00000229484.1,LINC02766,lncRNA,438,0
ENSG00000162496.9,DHRS3,protein_coding,3515,0
ENSG00000221340.1,RNU6ATAC18P,snRNA,101,0
ENSG00000276830.1,MIR6730,miRNA,67,0
ENSG00000272482.1,RP11-474O21.5,lncRNA,345,0
ENSG00000204518.3,AADACL4,protein_coding,2027,0
ENSG00000226166.2,RP11-474O21.2,processed_pseudogene,112,0
ENSG00000188984.12,AADACL3,protein_coding,4055,0
ENSG00000157330.10,C1orf158,protein_coding,4133,0
ENSG00000116726.5,PRAMEF12,protein_coding,2889,0
ENSG00000116721.9,PRAMEF1,protein_coding,2439,0
ENSG00000228338.1,LINC01784,lncRNA,378,0
ENSG00000239810.3,PRAMEF11,protein_coding,1845,0
ENSG00000231103.2,PRAMEF30P,unprocessed_pseudogene,1417,0
ENSG00000179172.10,HNRNPCL1,protein_coding,1134,0
ENSG00000120952.4,PRAMEF2,protein_coding,1642,0
ENSG00000243073.4,PRAMEF4,protein_coding,1840,0
ENSG00000187545.5,PRAMEF10,protein_coding,1525,0
ENSG00000204510.5,PRAMEF7,protein_coding,1660,0
ENSG00000207434.1,RNU6-1072P,snRNA,107,0
ENSG00000234064.1,PRAMEF29P,unprocessed_pseudogene,1139,0
ENSG00000232423.6,PRAMEF6,protein_coding,1784,0
ENSG00000274178.2,PRAMEF28P,unprocessed_pseudogene,1450,0
ENSG00000274764.6,PRAMEF27,protein_coding,1947,0
ENSG00000277058.3,HNRNPCL3,protein_coding,1897,0
ENSG00000229571.7,PRAMEF25,protein_coding,1918,0
ENSG00000277862.1,PRAMEF34P,unprocessed_pseudogene,1447,0
ENSG00000236179.1,PRAMEF35P,unprocessed_pseudogene,891,0
ENSG00000275774.3,HNRNPCL2,protein_coding,1156,0
