,Gene,Bipolar1/Rods,Bipolar2/Rods,Bipolar3/Rods,Bipolar4/Rods,Bipolar5/Rods,Bipolar6/Rods,Bipolar1/Cones,Bipolar2/Cones,Bipolar3/Cones,Bipolar4/Cones,Bipolar5/Cones,Bipolar6/Cones,Bipolar1/MG,Bipolar2/MG,Bipolar3/MG,Bipolar4/MG,Bipolar5/MG,Bipolar6/MG,Bipolar1/BCs,Bipolar2/BCs,Bipolar3/BCs,Bipolar4/BCs,Bipolar5/BCs,Bipolar6/BCs
Gm23567,Gm23567,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm23573,Gm23573,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23577,Gm23577,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23579,Gm23579,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
Gm23585,Gm23585,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23599,Gm23599,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23600,Gm23600,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,9,7,8,11,13,5
Gm23604,Gm23604,0,0,0,0,0,1,0.0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,1
Gm23608,Gm23608,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23610,Gm23610,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23613,Gm23613,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Gm23614,Gm23614,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23615,Gm23615,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,4,2,2
Gm23623,Gm23623,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gm23624,Gm23624,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm23627,Gm23627,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Gm23628,Gm23628,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2
Gm23630,Gm23630,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23632,Gm23632,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23638,Gm23638,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
Gm23639,Gm23639,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gm23640,Gm23640,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm23644,Gm23644,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm23645,Gm23645,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Gm23648,Gm23648,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23649,Gm23649,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm23654,Gm23654,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Gm23656,Gm23656,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23657,Gm23657,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23658,Gm23658,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2366,Gm2366,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Gm23671,Gm23671,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm23676,Gm23676,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
Gm23690,Gm23690,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm23691,Gm23691,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Gm23692,Gm23692,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23706,Gm23706,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23709,Gm23709,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23714,Gm23714,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23718,Gm23718,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23722,Gm23722,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,1,0,1,2,0,2,3
Gm23726,Gm23726,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23730,Gm23730,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Gm23731,Gm23731,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2,1,0,2,6,2,12,3,1
Gm23732,Gm23732,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,4,16,12
Gm23733,Gm23733,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23736,Gm23736,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Gm23741,Gm23741,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gm23750,Gm23750,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23751,Gm23751,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,1,2
Gm23754,Gm23754,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23756,Gm23756,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1
Gm23758,Gm23758,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23766,Gm23766,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23772,Gm23772,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm23776,Gm23776,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23779,Gm23779,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Gm23782,Gm23782,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Gm23783,Gm23783,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Gm23787,Gm23787,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Gm23791,Gm23791,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23792,Gm23792,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm23793,Gm23793,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23802,Gm23802,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23805,Gm23805,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23806,Gm23806,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm2381,Gm2381,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Gm23811,Gm23811,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23812,Gm23812,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23814,Gm23814,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gm23817,Gm23817,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23826,Gm23826,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23830,Gm23830,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1
Gm23833,Gm23833,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0
Gm23840,Gm23840,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm23846,Gm23846,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
Gm23847,Gm23847,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Gm23848,Gm23848,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23849,Gm23849,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,5,4,13,9,4,10,7,7,3,6
Gm23850,Gm23850,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm23851,Gm23851,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm23858,Gm23858,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23864,Gm23864,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,3,1,10,6,3,1,3,2,4,3
Gm23865,Gm23865,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,2
Gm23873,Gm23873,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Gm23875,Gm23875,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23884,Gm23884,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm23887,Gm23887,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,1,0,2,2,4,3,3
Gm23917,Gm23917,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm23918,Gm23918,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,3,3,1,2,5,2
Gm23924,Gm23924,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0
Gm23927,Gm23927,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2
Gm23928,Gm23928,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23934,Gm23934,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm23935,Gm23935,0,0,0,1,0,0,0.0,0,0,0,0,0,1,3,3,1,9,6,14,15,8,19,13,15
Gm23941,Gm23941,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23943,Gm23943,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm23945,Gm23945,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23947,Gm23947,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,2,3,2,7,0,2
Gm23954,Gm23954,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm2396,Gm2396,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Gm23962,Gm23962,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23966,Gm23966,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,2,2
Gm23967,Gm23967,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23968,Gm23968,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm23969,Gm23969,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Gm23973,Gm23973,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23986,Gm23986,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0
Gm23989,Gm23989,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm23990,Gm23990,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24000,Gm24000,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,1
Gm24002,Gm24002,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24009,Gm24009,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
Gm24011,Gm24011,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
Gm24018,Gm24018,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
Gm24019,Gm24019,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24035,Gm24035,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24041,Gm24041,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,1
Gm24042,Gm24042,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24043,Gm24043,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24045,Gm24045,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,2,2,2,6,5,4,5,2
Gm24048,Gm24048,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24049,Gm24049,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0,0,6,2,9,32,6,26,22,26
Gm24050,Gm24050,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24059,Gm24059,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Gm24060,Gm24060,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2
Gm24062,Gm24062,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24082,Gm24082,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1
Gm24083,Gm24083,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
Gm24095,Gm24095,0,0,0,0,0,0,0.0,0,0,0,0,0,1,4,0,0,2,0,0,2,1,2,4,0
Gm24097,Gm24097,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24098,Gm24098,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2,1,14,16,2,11,14,12
Gm24106,Gm24106,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24111,Gm24111,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,1,0,3,2,2,0,2,2
Gm24116,Gm24116,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Gm24119,Gm24119,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Gm24121,Gm24121,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,6,0,1
Gm24139,Gm24139,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,4
Gm24144,Gm24144,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm24145,Gm24145,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,2,2
Gm24149,Gm24149,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm2415,Gm2415,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,2,7,5,10,8,4,11,31,20
Gm24154,Gm24154,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24157,Gm24157,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,2,2,2,2,5,4,17,11
Gm24161,Gm24161,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm24168,Gm24168,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24171,Gm24171,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24183,Gm24183,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Gm24185,Gm24185,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Gm24186,Gm24186,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Gm24189,Gm24189,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24194,Gm24194,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
Gm24196,Gm24196,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24202,Gm24202,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
Gm24204,Gm24204,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24208,Gm24208,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24223,Gm24223,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24233,Gm24233,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Gm24245,Gm24245,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
Gm24249,Gm24249,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm24259,Gm24259,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
Gm24265,Gm24265,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gm24272,Gm24272,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,2,7,24,7,9,7,9
Gm24273,Gm24273,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24276,Gm24276,0,0,0,1,0,0,0.0,0,0,0,0,0,0,2,0,0,1,0,6,13,1,6,9,14
Gm24282,Gm24282,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24289,Gm24289,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24299,Gm24299,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,2,3,1
Gm24305,Gm24305,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24311,Gm24311,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Gm24316,Gm24316,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Gm24319,Gm24319,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24325,Gm24325,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Gm24335,Gm24335,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24336,Gm24336,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm24339,Gm24339,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24346,Gm24346,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24355,Gm24355,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Gm24357,Gm24357,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,1,1
Gm24362,Gm24362,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
Gm24366,Gm24366,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1
Gm24373,Gm24373,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Gm24378,Gm24378,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24379,Gm24379,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,5,8,11
Gm24384,Gm24384,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm24391,Gm24391,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24396,Gm24396,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Gm24399,Gm24399,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1
Gm24400,Gm24400,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,2,7,2
Gm24401,Gm24401,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24403,Gm24403,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm24407,Gm24407,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24409,Gm24409,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Gm24412,Gm24412,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0
Gm24414,Gm24414,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Gm24415,Gm24415,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24430,Gm24430,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gm24436,Gm24436,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24445,Gm24445,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
Gm24447,Gm24447,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm24449,Gm24449,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,0
Gm24452,Gm24452,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0
Gm24453,Gm24453,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Gm24454,Gm24454,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm24455,Gm24455,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,1,4,2,8,10,5,5
Gm24456,Gm24456,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gm24457,Gm24457,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24458,Gm24458,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gm24461,Gm24461,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gm24462,Gm24462,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
Gm24465,Gm24465,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gm24468,Gm24468,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Gm24474,Gm24474,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
Gm2449,Gm2449,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,3,1,10,6,1,9,12,11
Gm24492,Gm24492,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Gm24494,Gm24494,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gm24498,Gm24498,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24499,Gm24499,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24500,Gm24500,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gm24507,Gm24507,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm24508,Gm24508,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
