Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
B230319C09Rik,0,0,0,0,0,0,2,1,2,3,4,5
B230322F03Rik,0,1,1,1,1,0,12,12,12,17,29,17
B230323A14Rik,0,0,0,0,0,0,0,0,0,1,0,0
B230325K18Rik,0,0,0,0,0,0,5,4,7,6,15,9
B230344G16Rik,0,0,0,0,0,0,0,1,0,0,1,1
B230354K17Rik,0,1,0,1,2,0,41,50,28,57,106,102
B230364G03Rik,0,0,0,0,0,0,0,0,0,0,0,0
B230369F24Rik,2,0,1,0,0,0,45,67,48,70,104,120
B230377A18Rik,0,0,0,0,1,0,4,2,5,2,8,11
B230398E01Rik,0,0,0,0,0,0,7,8,12,9,11,8
B2m,1,0,0,0,0,0,38,62,44,60,104,75
B3galnt1,0,0,1,3,2,0,88,112,114,119,217,186
B3galnt2,1,1,1,0,0,0,41,39,47,40,54,43
B3galt1,1,0,2,3,1,1,63,78,69,88,230,164
B3galt2,25,24,39,87,57,47,4102,5580,5553,6445,7193,6138
B3galt4,0,0,1,0,1,0,12,19,14,18,38,23
B3galt5,0,0,0,0,0,0,0,2,1,1,2,2
B3galt6,1,1,0,4,0,4,90,103,109,126,212,201
B3gat1,2,1,2,6,6,5,401,495,444,554,972,826
B3gat2,0,0,0,1,0,2,25,32,23,26,37,23
B3gat3,0,0,0,5,4,3,112,130,87,137,310,234
B3glct,0,0,0,0,1,0,15,26,28,35,114,99
B3gnt2,0,0,0,0,0,0,8,19,19,19,20,18
B3gnt3,0,0,0,0,0,0,0,1,0,0,1,0
B3gnt4,0,0,0,0,0,1,0,4,1,4,3,3
B3gnt5,0,0,0,0,0,0,0,4,1,1,5,0
B3gnt6,0,0,0,0,0,0,1,1,1,1,0,2
B3gnt7,0,0,0,0,0,0,0,0,0,0,0,0
B3gnt8,0,0,0,0,0,0,0,0,0,1,0,0
B3gnt9,0,1,1,2,0,1,97,100,95,106,225,188
B3gntl1,0,0,0,0,0,0,7,10,13,12,23,19
B430010I23Rik,0,0,0,1,0,0,6,13,7,18,24,16
B430203G13Rik,1,0,0,0,0,0,2,4,1,0,5,4
B430218F22Rik,0,0,0,0,0,0,5,2,3,4,9,6
B430219N15Rik,0,0,0,0,0,0,1,1,2,1,7,1
B430305J03Rik,0,0,0,0,0,0,1,0,0,2,1,2
B430306N03Rik,0,0,0,0,0,0,0,1,0,0,1,1
B4galnt1,0,0,0,0,0,1,4,5,3,2,10,7
B4galnt2,0,0,0,0,0,0,1,1,0,0,0,0
B4galnt3,0,0,0,0,0,0,0,0,0,0,1,0
B4galnt4,0,0,1,0,1,2,10,20,25,21,47,43
B4galt1,0,1,0,0,3,3,3,5,3,7,17,10
B4galt2,0,0,1,0,2,2,21,19,31,42,109,89
B4galt3,1,3,5,2,3,2,134,147,143,169,275,252
B4galt4,0,0,1,1,2,0,41,62,58,57,150,127
B4galt5,0,0,0,0,1,0,9,16,8,7,30,20
B4galt6,0,0,0,1,0,0,39,67,64,57,175,128
B4galt7,0,3,0,1,1,0,34,34,26,40,98,91
B4gat1,0,2,1,2,13,7,80,119,90,133,293,231
B630005N14Rik,1,4,1,2,6,11,198,306,275,360,538,481
B630019A10Rik,0,0,0,0,0,0,0,0,0,1,1,1
B630019K06Rik,1,1,1,5,2,2,148,179,174,189,338,346
B830012L14Rik,0,0,0,0,0,0,0,0,0,2,4,2
B930036N10Rik,0,0,0,0,1,0,5,3,3,6,15,13
B930041F14Rik,0,0,0,0,2,0,25,30,26,38,80,95
B930082K07Rik,0,0,0,0,0,0,1,1,1,0,3,4
B930094E09Rik,0,0,0,0,0,0,1,4,2,1,5,5
B930095G15Rik,0,0,1,0,1,1,18,31,34,36,63,49
B9d1,0,0,0,3,3,9,22,30,25,39,110,90
B9d1os,0,0,0,0,0,0,1,3,2,2,3,4
B9d2,0,1,1,1,6,4,61,73,46,91,204,185
BB014433,0,0,0,0,0,0,0,1,0,0,0,0
BB031773,0,0,0,0,0,0,0,0,0,0,0,0
BB218582,0,0,1,0,3,3,20,23,20,26,56,49
BB365896,0,0,0,0,0,0,0,0,0,0,1,1
BB557941,0,0,0,0,0,0,0,1,0,0,1,0
BC001981,0,0,0,0,0,0,1,0,0,2,5,4
BC002059,0,1,0,2,3,2,34,58,54,61,80,75
BC003331,1,2,2,7,7,11,296,422,408,464,900,766
BC003965,2,0,0,3,8,3,122,118,124,139,247,207
BC004004,4,2,2,4,6,3,162,239,187,225,494,430
BC005537,13,17,11,24,32,26,623,879,854,1070,2046,1730
BC005561,7,3,7,7,13,4,331,403,433,591,1049,950
BC005624,2,4,6,6,8,9,372,456,455,517,985,807
BC006965,0,0,0,0,0,2,1,0,1,2,4,7
BC016548,0,0,0,0,0,0,0,1,0,3,1,0
BC016579,0,0,1,0,0,0,4,6,4,5,6,2
BC017158,0,0,1,1,2,4,39,36,31,31,93,76
BC017643,1,0,0,0,0,0,34,35,37,45,64,61
BC018473,0,0,0,0,0,0,3,4,2,7,8,4
BC021785,0,0,0,0,0,0,0,0,1,0,1,1
BC021891,0,0,0,0,0,0,1,1,0,1,2,1
BC022687,0,0,1,1,3,5,20,13,12,15,45,36
BC023719,1,2,0,5,1,2,111,133,125,136,65,67
BC023829,0,0,2,3,5,5,105,147,129,149,278,236
BC024978,0,0,0,1,0,0,11,20,15,15,28,32
BC025920,1,0,1,0,0,1,26,25,30,40,64,47
BC026585,0,0,0,0,0,0,3,8,3,3,12,8
BC027072,0,1,0,4,7,3,1,1,2,0,3,5
BC027231,0,0,0,0,0,1,9,14,19,15,32,24
BC028471,0,0,0,0,0,0,0,0,0,0,1,0
BC028528,0,0,0,0,0,0,3,10,1,10,44,21
BC028777,0,0,0,0,0,0,1,1,0,0,4,1
BC029214,0,0,3,5,7,10,211,224,196,284,652,543
BC029722,4,1,3,4,9,6,166,209,167,217,429,404
BC030307,0,0,0,0,0,0,3,5,4,6,0,0
BC030336,1,2,2,2,7,7,165,209,241,259,500,462
BC030499,18,25,35,33,48,45,1952,2391,2424,2800,5440,4673
BC030500,0,0,0,0,0,0,12,13,13,10,6,7
BC030867,0,0,0,0,0,0,1,5,1,4,7,9
BC030870,0,0,0,0,0,0,0,1,0,0,1,0
BC031181,6,6,7,9,17,20,632,787,692,848,1720,1534
BC033916,10,23,15,37,0,0,1341,1577,1564,1696,0,0
BC034090,2,0,3,7,6,7,183,243,205,295,554,457
BC035044,0,0,0,0,0,0,0,0,0,0,0,0
BC035947,0,0,0,0,0,0,4,4,3,7,3,4
BC037032,0,1,0,1,0,1,12,14,19,22,26,26
BC037034,0,0,0,0,0,1,40,60,38,56,134,104
BC037039,0,0,0,1,0,1,13,15,19,29,39,33
BC039771,0,0,0,0,0,0,1,0,0,1,1,0
BC039966,0,0,0,0,0,0,0,0,0,0,2,1
BC043934,0,0,0,0,0,0,1,0,1,1,3,3
BC046251,2,0,0,12,4,3,115,172,155,215,212,192
BC046401,0,0,0,0,0,0,1,0,0,0,1,1
BC048403,0,0,0,0,0,0,3,3,4,5,6,11
BC048502,0,0,0,0,0,0,0,0,0,0,0,0
BC048507,0,0,0,0,1,0,3,9,1,6,4,5
BC048546,0,0,0,0,0,0,0,1,0,1,0,1
BC048609,0,0,0,0,0,0,1,1,1,1,1,1
BC048644,0,0,0,0,0,0,0,2,0,1,0,0
BC049352,0,0,0,0,0,0,1,0,0,0,0,1
BC049635,0,0,0,0,0,0,0,0,0,0,0,1
BC049702,0,0,0,0,0,0,0,1,0,0,0,0
BC049715,0,0,0,0,0,0,0,1,1,1,2,1
BC049762,0,0,0,0,0,0,0,0,0,0,2,1
BC050972,0,0,0,0,0,0,0,0,0,0,0,0
BC051077,0,0,0,0,0,0,0,0,1,0,0,0
BC051142,0,0,0,2,1,0,20,39,33,42,64,55
BC051226,0,0,0,2,0,1,5,10,5,11,39,48
BC051665,0,0,0,0,0,0,0,1,1,0,0,0
BC052040,1,0,0,0,1,1,24,23,36,32,67,53
BC053393,0,0,0,0,0,0,1,0,1,1,0,0
BC055111,0,0,0,0,0,0,1,0,0,0,1,1
BC055308,0,0,0,0,0,0,6,16,6,9,19,18
BC055324,0,0,0,0,0,1,3,4,3,1,4,4
BC055402,0,0,0,0,1,0,15,20,15,20,65,44
BC065397,0,0,1,0,0,3,21,17,13,20,79,67
BC065403,0,0,0,1,0,1,1,4,4,4,12,7
BC067074,0,0,0,0,0,0,0,0,0,0,0,1
BC068281,0,1,1,5,0,0,18,38,33,44,84,88
BC089491,0,0,0,0,0,0,0,0,0,0,0,0
BC100451,0,0,0,0,0,0,0,1,0,0,1,1
BC106179,0,0,0,0,0,0,0,0,0,1,1,0
BE692007,0,0,0,0,0,0,0,0,0,0,0,0
BX571892.1,0,0,0,0,0,0,0,0,0,0,1,0
Baalc,0,0,0,1,0,0,2,1,3,1,9,8
Baat,0,0,0,0,0,0,1,1,1,0,0,1
Babam1,1,1,0,7,4,7,144,193,164,208,399,347
Bace1,1,3,2,9,13,8,141,186,185,207,439,361
Bace2,0,0,0,0,0,0,0,0,0,0,0,0
Bach1,0,0,1,1,2,1,44,75,71,75,171,132
Bach2,0,0,0,1,2,0,11,20,27,29,59,66
Bach2it1,0,0,0,0,0,0,0,1,0,0,0,1
Bach2os,0,0,0,0,0,0,0,1,0,1,1,0
Bad,2,0,2,1,1,2,59,73,57,86,203,165
Bag1,6,4,2,17,17,11,382,462,437,525,1103,884
Bag2,0,0,0,1,1,5,34,36,38,34,117,114
Bag3,0,0,0,1,0,0,2,3,2,4,10,9
Bag4,3,1,4,3,1,6,166,190,215,249,534,478
Bag5,1,1,4,4,11,8,134,161,155,187,441,351
Bag6,1,1,2,6,7,11,170,263,236,254,566,464
Bahcc1,0,1,1,0,0,1,33,49,49,45,53,50
Bahd1,0,0,0,0,0,1,8,6,3,8,26,14
Baiap2,1,0,1,0,0,2,105,106,111,112,180,185
Baiap2l1,0,0,0,0,0,0,2,4,2,6,10,10
Baiap2l2,0,0,0,0,0,0,1,0,0,0,1,4
Baiap3,0,0,0,1,3,0,4,10,6,11,288,266
Bak1,0,0,0,0,0,0,14,23,16,30,52,35
Bambi,0,0,0,0,1,2,12,20,12,16,63,50
Banf1,3,2,5,5,19,10,291,389,316,370,951,819
Banf2,0,0,0,0,0,0,0,1,0,0,0,0
Banf2os,0,0,0,0,0,0,0,1,0,0,1,1
Bank1,0,0,0,0,0,0,0,2,0,1,0,0
Banp,0,1,1,2,10,6,112,126,130,135,373,341
Bap1,0,2,3,2,2,3,90,96,84,114,264,226
Bard1,0,0,0,0,0,0,2,4,4,5,12,13
Barhl1,0,0,0,0,0,0,0,1,0,0,0,0
Barhl2,0,0,0,0,0,0,1,0,0,1,2,2
Barx1,0,0,0,0,0,0,0,0,0,0,0,0
Barx2,0,0,0,1,0,0,4,2,4,2,8,9
Basp1,0,0,0,0,7,10,55,82,57,97,554,408
Batf2,0,0,0,0,0,0,1,1,1,3,1,1
Batf3,0,0,0,0,0,0,0,1,0,2,1,1
Bax,0,0,2,4,10,5,156,167,149,212,440,371
Baz1a,0,0,0,0,0,0,2,2,2,1,5,3
Baz1b,9,7,8,20,17,23,508,671,609,834,1847,1630
Baz2a,6,2,5,9,12,18,353,556,516,598,910,858
Baz2b,11,11,20,35,41,58,934,1354,1186,1607,2649,2420
Bbc3,1,1,3,0,0,0,54,57,56,56,93,84
Bbip1,1,2,3,10,11,12,266,329,301,336,599,550
Bbox1,0,0,0,0,0,0,0,1,0,0,0,0
Bbs1,1,0,3,1,1,0,18,34,34,43,38,34
Bbs10,0,1,2,1,0,1,37,47,58,62,73,53
Bbs12,1,1,0,1,0,0,11,15,15,16,38,36
Bbs2,0,1,1,1,5,5,79,72,69,88,147,135
Bbs4,8,7,11,17,18,21,521,670,678,704,1372,1193
Bbs5,0,4,1,7,10,14,59,64,70,72,97,78
Bbs7,2,2,2,8,10,12,85,110,112,105,196,183
Bbs9,0,2,1,2,6,4,39,45,45,44,89,87
Bbx,1,3,2,3,3,2,92,142,149,158,386,380
Bcam,0,0,0,0,0,0,3,3,1,2,4,4
Bcan,0,0,0,0,1,0,5,8,6,10,43,41
Bcap29,1,1,2,3,2,4,119,138,129,161,274,240
Bcap31,1,3,5,8,10,9,301,327,331,369,937,873
Bcar1,0,2,2,1,3,6,128,152,141,172,449,397
Bcar3,0,0,0,0,0,0,2,1,0,5,5,4
Bcas1,0,0,0,0,0,0,1,1,0,1,0,0
Bcas1os1,0,0,0,0,0,0,0,1,0,0,0,0
Bcas1os2,0,0,0,0,0,0,0,0,0,0,0,0
Bcas2,3,4,8,15,17,24,509,637,640,692,1070,972
Bcas3,1,0,1,0,0,0,70,93,64,86,182,172
Bcas3os1,0,0,0,0,0,0,1,1,1,0,2,3
Bcas3os2,0,0,0,0,0,0,5,3,8,6,3,4
Bcat1,0,0,0,2,4,3,54,57,52,64,191,155
Bcat2,0,1,0,0,0,0,7,15,13,13,32,24
Bccip,6,2,3,10,9,7,362,389,428,513,911,820
Bcdin3d,0,0,1,1,3,1,35,41,46,49,102,77
Bche,0,0,0,0,0,1,19,32,32,33,49,35
Bckdha,0,0,0,0,0,1,20,26,21,29,63,53
Bckdhb,1,0,0,2,0,0,67,75,64,88,172,159
Bckdk,1,0,0,0,5,1,58,63,50,57,148,149
Bcl10,0,1,0,2,1,1,62,89,91,99,178,153
Bcl11a,0,0,0,0,0,0,4,8,12,11,46,32
Bcl11b,0,0,0,0,0,0,0,0,0,0,2,1
Bcl2,1,0,2,1,0,0,4,7,4,14,37,30
Bcl2a1a,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2a1b,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l1,0,1,0,0,1,2,63,92,81,99,199,176
Bcl2l10,0,0,0,1,0,0,2,2,3,6,3,3
Bcl2l11,0,0,0,0,0,0,6,8,12,13,30,21
Bcl2l12,0,0,0,1,0,0,11,6,5,9,17,17
Bcl2l13,0,1,0,6,0,1,58,67,64,70,123,97
Bcl2l14,0,0,0,0,0,0,0,0,0,0,0,0
Bcl2l15,0,0,0,0,0,1,11,8,7,9,16,12
Bcl2l2,2,2,3,3,4,4,180,204,211,235,338,354
Bcl3,0,0,0,0,0,0,4,4,0,3,4,6
Bcl6,0,0,0,0,0,0,9,15,12,13,30,22
Bcl6b,0,0,0,0,0,0,0,0,0,0,1,0
Bcl7a,3,3,4,10,5,2,231,313,267,363,545,466
Bcl7b,3,2,1,6,5,6,305,311,347,420,585,564
Bcl7c,0,1,0,2,0,1,37,66,75,75,197,176
Bcl9,2,1,1,5,6,3,155,222,207,239,358,293
Bcl9l,2,1,1,0,1,3,25,44,41,52,104,76
Bclaf1,7,17,16,22,42,54,990,1359,1367,1616,3289,2725
Bco1,0,0,0,0,0,0,0,1,0,0,0,1
Bco2,0,0,0,0,2,1,3,3,5,6,11,9
Bcor,0,3,2,4,5,5,120,150,147,180,298,239
Bcorl1,0,0,1,1,0,1,17,20,17,19,51,54
Bcr,0,1,0,4,0,8,188,263,275,298,570,508
Bcs1l,0,0,0,1,1,1,31,48,35,44,89,83
Bdh1,1,0,1,0,3,1,55,57,51,58,150,154
Bdh2,0,0,0,0,0,1,3,8,4,9,20,15
Bdkrb1,0,0,0,0,0,0,0,0,0,0,0,1
Bdkrb2,0,0,0,0,0,0,0,0,0,0,0,0
Bdnf,2,1,5,5,8,11,282,363,391,432,777,655
Bdp1,5,0,2,12,8,7,191,258,272,342,616,528
Bean1,0,0,0,0,0,0,0,1,0,0,1,0
Becn1,1,3,8,7,9,5,193,250,244,284,604,495
Begain,0,0,0,0,2,0,19,31,11,26,98,91
Bend3,0,0,0,0,0,0,4,13,9,10,28,35
Bend4,0,0,2,4,7,1,172,266,253,328,449,424
Bend5,0,0,0,1,4,0,17,31,19,28,84,89
Bend6,1,3,3,2,6,0,96,117,124,160,340,311
Bend7,1,1,2,0,1,3,23,22,29,37,94,82
Best1,0,0,0,0,0,0,0,1,0,0,0,1
Best2,0,0,0,0,0,0,0,0,0,0,1,1
Best3,0,0,0,0,0,0,12,11,17,20,17,15
Bet1,1,1,2,0,2,8,122,142,142,164,290,275
Bet1l,0,2,0,4,4,0,128,199,175,187,347,304
Bex1,5,5,4,18,11,10,615,864,717,981,1648,1481
Bex2,11,12,14,37,23,37,1645,2126,1788,2376,3803,3339
Bex4,1,1,0,4,4,5,154,267,260,226,377,287
Bex6,0,0,0,0,0,0,1,1,1,0,0,0
Bfar,6,8,6,13,17,15,429,584,534,708,1095,940
Bfsp1,0,0,0,0,0,0,1,3,2,5,9,6
Bfsp2,0,0,0,0,0,0,3,4,5,2,16,24
Bglap,0,0,0,0,0,0,0,0,0,0,0,0
Bglap3,0,0,0,0,0,0,1,1,0,2,0,2
Bgn,0,0,0,0,0,0,0,0,0,0,1,0
Bhlha15,0,0,0,0,0,0,1,1,0,2,4,1
Bhlha9,0,0,0,0,0,1,0,1,0,1,2,3
Bhlhb9,0,2,5,9,9,9,198,280,265,311,652,537
Bhlhe22,0,1,6,2,0,0,54,84,51,81,266,241
Bhlhe23,5,3,8,16,17,20,761,1002,886,1116,1976,1815
Bhlhe40,3,0,2,6,2,3,207,281,255,311,223,190
Bhlhe41,1,2,1,3,6,14,201,237,225,270,507,414
Bicc1,0,0,0,0,0,0,4,10,8,13,22,20
Bicd1,1,1,0,11,11,2,206,283,293,306,571,521
Bicd2,0,0,2,8,4,2,67,118,98,103,150,140
Bid,0,0,0,0,0,0,2,1,3,3,3,5
Bik,0,0,0,0,0,0,0,0,0,1,0,1
Bin1,8,6,12,17,37,37,664,746,730,932,2010,1752
Bin2,0,0,0,0,0,0,0,0,0,0,0,0
Bin3,0,1,0,0,0,0,18,20,15,25,64,39
Birc2,2,0,5,3,8,2,146,190,199,246,353,305
Birc3,0,0,0,0,0,0,1,1,1,1,0,0
Birc5,0,0,0,0,0,0,6,8,3,9,4,4
Birc6,0,3,7,8,9,6,240,408,336,452,733,618
Bivm,1,2,1,2,0,3,40,51,67,62,184,139
Blcap,2,4,0,10,9,13,204,248,217,278,722,566
Blm,3,0,0,1,2,3,30,49,41,51,92,73
Blmh,5,3,12,7,10,13,319,444,418,478,978,804
Blnk,0,0,0,0,0,0,0,0,0,2,0,0
Bloc1s1,0,0,0,0,3,0,17,46,29,52,92,46
Bloc1s2,0,0,1,0,1,6,95,100,79,105,214,194
Bloc1s3,0,0,0,0,0,0,11,10,12,14,40,33
Bloc1s4,1,2,2,2,3,5,74,89,88,90,156,137
Bloc1s5,1,2,2,0,4,2,57,76,63,89,136,140
Bloc1s6,0,0,0,3,4,1,89,113,85,109,232,215
Bloc1s6os,0,0,0,0,0,1,7,5,1,4,9,6
Blvra,2,3,1,0,3,4,93,138,126,143,329,292
Blvrb,1,0,0,0,1,0,28,20,29,29,42,44
Blzf1,4,0,2,4,10,4,105,177,182,177,371,332
Bmf,0,0,0,0,2,0,2,1,1,2,3,5
Bmi1,7,2,3,9,19,4,301,408,411,433,809,713
Bmp1,0,0,1,1,0,2,13,17,14,18,46,41
Bmp15,1,0,0,0,1,0,0,0,1,0,2,2
Bmp2,0,0,0,0,0,0,0,0,1,3,0,0
Bmp2k,0,0,0,0,1,0,18,23,18,28,67,57
Bmp3,0,0,0,0,0,0,27,38,37,31,145,118
Bmp4,0,0,0,0,0,0,1,1,1,1,6,6
Bmp5,0,0,0,0,0,0,9,13,10,13,27,25
Bmp6,0,0,0,0,0,0,0,0,0,0,0,0
Bmp7,0,0,2,3,2,0,104,130,118,156,240,188
Bmp8a,0,0,0,0,0,0,0,1,0,0,0,0
Bmp8b,0,0,0,0,0,0,0,0,0,2,0,1
Bmper,0,0,0,0,0,0,1,1,1,1,2,2
Bmpr1a,1,2,1,1,8,4,103,115,113,131,252,196
Bmpr1b,0,0,0,0,0,0,10,19,16,19,54,45
Bmpr2,0,6,0,5,1,1,181,208,235,297,557,439
Bms1,4,0,3,2,5,12,212,278,256,306,551,469
Bmx,0,0,0,0,0,0,0,0,1,0,0,0
Bmyc,1,0,5,6,4,7,216,287,270,291,671,572
Bnc1,0,0,0,0,0,0,0,0,1,0,1,0
Bnc2,0,0,0,0,0,0,0,0,1,0,1,1
Bnip1,0,2,0,2,2,3,78,106,77,98,252,207
Bnip2,2,7,9,9,14,9,333,427,397,474,646,623
Bnip3,1,2,2,5,11,8,359,484,413,490,1081,995
Bnip3l,9,2,2,5,10,9,341,489,419,506,824,658
Bnipl,0,0,0,0,0,0,0,0,1,0,1,0
Boc,0,0,0,0,0,0,3,3,2,3,5,4
Bod1,1,1,0,1,2,4,90,146,124,151,318,298
Bod1l,3,14,18,18,31,32,561,839,777,932,1931,1760
Bok,0,1,0,0,1,0,18,14,8,24,65,51
Bola1,2,2,3,1,4,5,61,67,81,81,165,139
Bola2,0,1,3,4,10,10,147,208,142,224,388,315
Bola3,0,0,4,5,4,5,218,262,209,311,492,349
Boll,0,0,0,0,0,0,0,0,0,0,1,1
Bop1,0,0,0,2,1,2,35,34,27,39,101,85
Bora,0,0,1,0,0,1,13,25,20,31,47,54
Bpgm,3,1,2,7,7,12,232,309,267,302,559,498
Bphl,0,1,4,3,2,7,135,150,163,178,370,344
Bpifa1,0,0,0,0,0,0,0,0,0,1,4,1
Bpifa2,0,0,0,0,0,0,0,0,0,0,0,0
Bpifa3,0,0,0,0,0,0,1,0,0,0,0,0
Bpifb1,0,0,0,0,0,0,0,0,0,0,1,0
Bpifb2,0,0,0,0,0,0,0,0,0,0,1,0
Bpifb3,0,0,0,0,0,0,0,1,0,0,0,0
Bpifb4,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb5,0,0,0,0,0,0,0,0,0,0,0,1
Bpifb6,0,0,0,0,1,1,0,0,0,1,3,1
Bpifc,0,0,0,0,0,0,3,0,0,1,1,1
Bpnt1,0,2,0,2,4,8,163,199,204,223,387,307
Bptf,8,8,7,15,18,20,428,651,596,844,1381,1197
Braf,9,3,5,10,7,13,305,477,426,590,703,623
Brap,1,1,1,0,3,1,60,89,81,96,199,178
Brat1,0,0,2,0,0,0,35,32,45,48,88,68
Brca1,0,0,0,0,0,0,4,4,1,1,5,1
Brca2,0,2,1,1,2,2,31,29,37,43,114,87
Brcc3,0,3,5,5,9,13,230,311,298,336,783,709
Brd1,2,1,1,4,3,3,53,100,77,114,190,157
Brd2,6,7,0,17,17,17,415,527,510,576,1226,1093
Brd3,4,5,8,17,24,17,386,495,497,614,1335,1126
Brd4,3,1,2,8,15,14,237,341,268,363,738,708
Brd7,3,3,7,9,11,11,367,473,460,505,1043,898
Brd8,7,9,9,8,15,11,487,622,629,746,1226,1094
Brd9,2,0,1,2,13,8,150,233,196,268,519,452
Brdt,0,0,1,0,3,1,32,37,42,53,78,69
Bre,1,2,1,0,8,2,108,156,145,187,523,474
Brf1,5,2,4,11,12,16,375,446,433,569,775,673
Brf2,0,1,0,0,0,0,13,23,18,20,49,47
Bri3,1,1,0,2,3,3,138,216,196,190,302,199
Bri3bp,1,3,1,2,7,5,139,211,151,218,389,354
Bricd5,0,0,0,0,0,0,1,1,0,2,2,2
Brinp1,0,0,0,1,1,0,1,3,3,3,17,20
Brinp2,0,0,0,1,1,0,15,23,17,27,96,74
Brinp3,0,0,0,0,0,0,1,0,1,1,9,6
Brip1,0,0,0,0,0,0,1,1,1,1,1,2
Brip1os,0,0,0,0,0,1,26,25,19,26,55,43
Brix1,2,0,1,2,4,5,109,136,127,143,291,271
Brk1,2,0,3,8,7,7,316,418,359,449,996,836
Brms1,0,0,0,3,2,0,40,47,37,54,106,83
Brms1l,5,3,0,6,1,2,109,161,146,186,356,346
Brox,1,0,0,2,1,2,86,106,108,117,187,138
Brpf1,0,1,0,5,3,1,90,98,94,123,251,209
Brpf3,0,1,0,0,0,1,7,25,11,14,22,20
Brsk1,0,0,0,2,3,1,88,113,118,156,323,265
Brsk2,1,2,0,0,0,5,124,168,156,214,250,203
Brwd1,2,7,9,9,7,6,301,403,360,452,775,618
Brwd3,2,1,7,3,1,0,88,119,102,127,272,256
Bscl2,5,1,1,7,15,11,474,633,576,708,1191,1080
Bsdc1,1,2,1,2,3,2,119,157,148,168,253,242
Bsg,15,17,17,40,55,69,1743,2245,1771,2564,6305,5160
Bsn,1,0,1,3,1,2,28,42,35,47,49,57
Bsnd,0,0,0,0,0,0,0,0,0,0,0,0
Bsph1,1,0,0,0,0,0,2,6,6,10,17,14
Bsph2,0,0,0,0,0,0,0,0,0,0,0,1
Bspry,0,0,0,0,0,0,1,0,0,1,2,1
Bst1,0,0,0,1,0,2,1,1,0,0,0,0
Bst2,0,0,0,0,0,0,2,5,1,2,2,3
Btaf1,0,3,4,9,6,2,174,183,213,219,248,264
Btbd1,2,1,3,3,7,8,210,288,275,272,508,413
Btbd10,0,2,2,10,4,5,122,111,130,134,275,223
Btbd11,0,0,0,0,0,0,4,2,4,4,4,4
Btbd16,0,0,0,0,0,0,0,0,0,0,0,0
Btbd17,0,2,0,0,0,0,12,17,14,18,115,97
Btbd18,0,0,0,0,0,0,0,1,0,0,0,0
Btbd19,0,0,0,0,0,0,1,4,6,7,15,9
Btbd2,1,1,2,5,4,5,123,146,129,140,452,330
Btbd3,0,2,1,1,2,0,93,129,100,137,167,123
Btbd6,0,0,0,1,0,0,23,30,27,20,67,65
Btbd7,0,0,0,3,2,2,48,86,71,81,151,135
Btbd8,0,1,0,2,0,2,14,23,29,20,42,48
Btbd9,2,1,5,9,4,4,247,344,325,366,827,646
Btc,0,1,0,1,5,3,35,35,30,35,104,76
Btd,0,0,1,1,0,1,20,21,21,18,59,52
Btf3,2,2,3,6,5,3,97,219,188,185,262,144
Btf3l4,0,0,2,1,0,2,84,112,106,108,179,129
Btg1,1,3,7,2,10,4,226,363,291,320,510,401
Btg1-ps1,0,0,0,0,0,0,0,1,0,0,0,0
Btg1-ps2,0,0,0,0,0,0,0,0,0,1,0,0
Btg2,2,5,5,9,16,22,515,618,663,644,1638,1376
Btg3,0,0,0,0,1,0,3,2,1,2,2,2
Btk,0,0,0,0,0,0,0,1,0,0,1,0
Btla,0,0,0,0,0,0,0,3,1,4,0,2
Btn1a1,0,0,0,0,0,0,0,0,1,0,0,0
Btnl10,0,0,0,0,0,0,1,1,0,0,1,0
Btnl2,0,0,0,0,0,0,0,0,1,0,0,0
Btnl4,0,0,0,0,0,0,0,0,1,1,0,0
Btnl6,0,0,0,0,0,0,0,0,1,0,0,0
Btnl9,0,0,0,0,0,0,0,0,0,0,0,0
Btrc,4,0,5,8,7,6,285,374,352,409,552,471
Bub1,0,0,0,0,0,0,0,1,0,0,1,0
Bub1b,0,0,0,0,0,0,1,2,4,4,6,1
Bub3,1,3,1,7,7,7,168,233,220,231,475,409
Bud13,4,0,1,1,4,1,41,69,49,72,201,194
Bud31,2,5,7,6,13,8,249,289,269,343,632,591
Bves,0,0,0,2,0,0,15,23,20,15,60,51
Bvht,0,0,0,0,0,0,0,0,0,0,2,1
Bysl,0,1,0,2,3,0,31,37,40,46,78,74
Bzrap1,2,1,2,1,2,1,77,125,97,143,166,123
Bzw1,5,4,8,16,11,14,528,708,674,844,1689,1379
Bzw2,18,16,17,32,41,35,1120,1448,1492,1713,1926,1785
C030005K06Rik,0,0,0,0,0,0,1,2,2,3,3,2
C030005K15Rik,0,0,0,0,0,0,0,0,0,0,0,0
C030007H22Rik,0,0,0,0,0,0,0,0,1,0,1,0
C030010L15Rik,0,0,0,0,0,0,3,1,1,1,4,0
C030013C21Rik,0,0,0,0,0,0,0,0,0,0,0,0
C030013D06Rik,0,0,0,0,0,0,0,0,0,0,0,1
C030014I23Rik,0,0,1,2,0,0,17,23,25,32,68,44
C030017D09Rik,0,0,0,0,0,0,0,0,0,0,3,1
