Gene,ONL_1,ONL_2,ONL_3,ONL_4,ONL_5,ONL_6,BP_1,BP_2,BP_3,BP_4,BP_5,BP_6
Hist1h2ab,0,0,0,0,0,0,0,1,0,0,1,0
Hist1h2ac,2,0,0,0,0,0,1,2,3,1,3,2
Hist1h2ad,0,0,0,0,0,0,0,1,0,0,0,0
Hist1h2ae,0,0,0,0,0,0,2,1,2,2,3,3
Hist1h2af,0,0,0,0,0,0,1,0,0,1,1,0
Hist1h2ag,0,0,0,0,0,0,0,0,1,0,0,1
Hist1h2ah,0,0,0,0,0,0,0,0,0,0,0,1
Hist1h2ai,0,0,0,0,0,0,0,0,1,0,2,0
Hist1h2ak,0,0,0,0,0,0,1,1,1,4,4,3
Hist1h2al,0,2,2,3,0,0,65,101,70,88,59,48
Hist1h2an,0,0,0,0,0,0,1,2,2,1,1,2
Hist1h2ao,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2ba,0,0,0,0,0,0,1,5,1,1,0,1
Hist1h2bb,0,0,0,0,0,0,1,0,1,0,1,0
Hist1h2bc,6,4,13,27,34,32,889,992,955,1223,1725,1518
Hist1h2be,1,0,1,0,5,2,44,53,40,68,117,88
Hist1h2bf,0,0,0,1,0,0,1,1,0,0,0,2
Hist1h2bg,0,0,0,1,0,0,0,1,1,1,0,0
Hist1h2bh,0,0,0,0,0,0,0,1,1,1,1,1
Hist1h2bj,0,0,0,0,0,0,1,0,0,0,1,1
Hist1h2bk,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bl,0,0,0,0,0,0,1,7,0,3,1,1
Hist1h2bm,0,0,0,0,0,0,0,1,0,2,1,1
Hist1h2bn,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h2bp,0,0,0,0,0,0,0,1,1,1,3,0
Hist1h3a,0,0,0,0,0,0,0,0,0,1,1,0
Hist1h3b,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3d,0,0,0,0,0,0,1,1,4,5,5,1
Hist1h3e,0,0,0,0,1,0,0,1,1,1,1,2
Hist1h3f,0,0,0,0,0,0,0,0,0,0,1,0
Hist1h3h,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h3i,0,0,0,0,0,0,0,0,0,0,1,0
Hist1h4a,0,0,0,0,0,0,0,0,0,1,1,1
Hist1h4b,0,0,0,0,0,0,1,1,1,0,1,0
Hist1h4c,0,0,0,0,0,0,1,1,3,1,4,0
Hist1h4d,0,0,0,0,0,0,14,16,16,21,30,22
Hist1h4f,0,0,0,0,0,0,1,0,0,0,0,0
Hist1h4h,0,0,0,0,1,0,14,13,13,17,18,19
Hist1h4i,0,0,0,5,2,2,83,101,96,118,209,165
Hist1h4j,0,0,0,0,0,0,1,0,2,0,3,6
Hist1h4k,0,0,0,0,0,0,4,5,3,5,4,1
Hist1h4m,0,0,0,0,0,0,0,0,0,0,0,0
Hist1h4n,0,0,0,0,0,0,0,0,1,0,2,0
Hist2h2aa1,0,0,0,0,0,0,0,0,0,0,0,0
Hist2h2aa2,0,0,0,0,0,0,0,1,0,1,1,0
Hist2h2ab,0,0,1,0,0,0,2,3,5,2,1,1
Hist2h2ac,0,0,0,0,0,0,5,16,1,10,4,2
Hist2h2bb,0,0,0,1,1,1,11,33,28,43,33,20
Hist2h2be,0,0,1,0,0,1,23,35,34,48,87,70
Hist2h3b,0,0,0,0,0,0,0,0,0,1,1,1
Hist2h3c2,0,0,0,0,5,0,11,11,7,15,53,40
Hist2h4,0,0,0,3,2,0,42,57,45,49,94,76
Hist3h2a,9,10,16,19,26,27,1372,1516,1376,1750,4019,3705
Hist3h2ba,9,4,6,24,33,11,1135,1385,1019,1470,3007,2617
Hist4h4,0,0,0,0,0,0,1,1,1,2,1,4
Hivep1,1,2,0,0,3,2,99,97,87,120,286,229
Hivep2,3,0,1,3,5,0,94,148,126,159,360,338
Hivep3,1,0,0,0,0,1,34,54,58,62,105,86
Hjurp,0,0,0,2,2,2,59,98,78,82,110,115
Hk1,9,11,9,18,40,26,478,618,573,743,1366,1165
Hk1os,0,0,0,0,1,1,18,23,14,16,41,28
Hk2,2,4,5,3,11,9,7,16,11,9,60,47
Hk3,0,0,0,0,0,0,0,0,0,0,0,0
Hkdc1,0,0,0,0,0,0,20,25,26,27,56,50
Hlcs,0,0,0,0,4,0,23,33,31,41,80,50
Hlf,13,10,30,51,46,52,1509,2062,2259,2664,5124,4703
Hltf,1,0,2,2,4,7,88,102,97,111,205,216
Hlx,0,0,0,0,0,0,0,0,0,0,0,0
Hm629797,0,0,0,0,0,0,0,0,0,1,0,0
Hmbox1,1,0,0,0,3,0,73,106,103,107,176,158
Hmbs,0,0,0,1,1,1,31,42,34,43,69,53
Hmces,0,2,0,1,1,4,119,145,135,179,277,239
Hmcn1,0,0,0,0,0,0,1,1,1,1,7,4
Hmcn2,0,0,0,0,0,0,3,11,12,12,19,23
Hmg20a,4,1,3,1,4,2,129,166,139,185,416,337
Hmg20b,2,5,3,7,12,14,198,280,243,324,565,507
Hmga1,0,0,0,0,0,0,6,29,24,25,39,29
Hmga1-rs1,0,0,0,0,0,0,1,5,1,2,1,2
Hmga2,0,0,0,0,0,0,0,0,0,0,1,0
Hmgb1,1,5,3,2,8,5,209,344,283,390,520,384
Hmgb2,1,0,1,1,2,2,8,19,14,12,36,27
Hmgb3,2,3,1,11,9,2,256,393,366,395,565,503
Hmgb4,0,0,0,0,0,0,0,1,0,0,0,0
Hmgcl,1,0,2,0,0,3,104,152,157,153,346,299
Hmgcll1,0,1,0,1,0,1,86,114,93,101,162,158
Hmgcr,0,0,0,9,6,6,88,99,112,107,359,289
Hmgcs1,1,1,1,1,3,7,109,112,113,134,383,282
Hmgcs2,0,0,0,0,0,0,0,1,0,1,1,0
Hmgn1,63,52,82,156,220,167,2330,3120,2733,3538,5084,4295
Hmgn2,1,3,8,8,13,8,90,175,124,183,213,150
Hmgn3,17,9,18,34,47,30,2128,2745,2616,3218,5316,4477
Hmgn5,2,2,7,19,14,15,465,627,617,693,1468,1414
Hmgxb3,1,0,1,0,2,2,34,54,51,53,131,114
Hmgxb4,1,1,1,7,7,5,101,144,137,158,299,272
Hmha1,0,0,0,0,0,0,3,6,3,1,7,8
Hmmr,0,0,0,0,0,0,0,0,0,1,1,0
Hmox1,0,0,0,0,0,1,3,3,2,4,7,6
Hmox2,2,1,1,6,3,5,143,161,151,216,435,405
Hmx1,0,0,0,0,1,0,13,18,18,15,51,35
Hmx2,0,0,0,0,0,0,0,0,0,0,0,0
Hn1,1,1,0,2,2,3,57,92,71,90,267,193
Hn1l,0,0,0,0,0,0,5,10,7,10,15,14
Hnf1a,0,0,0,0,0,0,0,1,0,1,1,0
Hnf1aos1,0,0,0,0,0,0,0,0,0,0,0,0
Hnf1b,0,0,0,0,0,0,0,0,0,0,1,0
Hnf4a,0,0,0,0,0,0,0,0,0,1,1,0
Hnf4g,0,0,0,0,0,0,1,1,0,0,0,1
Hnmt,0,0,0,0,0,1,20,16,16,18,39,37
Hnrnpa0,3,1,3,5,10,4,226,311,287,350,696,558
Hnrnpa1,0,1,1,1,0,1,47,86,58,88,84,51
Hnrnpa2b1,47,49,72,113,171,147,4831,6224,6288,7256,12885,11252
Hnrnpa3,2,3,5,5,1,5,176,259,221,330,352,310
Hnrnpab,11,10,5,17,37,33,627,816,847,942,2256,1998
Hnrnpc,13,9,21,43,72,64,1583,2335,2148,2544,5127,4467
Hnrnpd,12,5,11,26,37,48,991,1449,1285,1595,3469,3181
Hnrnpdl,15,17,21,31,28,27,1402,1789,1757,1931,2960,2656
Hnrnpf,1,5,4,4,8,5,120,180,152,141,151,137
Hnrnph1,16,5,19,44,32,44,1866,2591,2627,2699,4444,3803
Hnrnph2,4,2,4,6,13,15,444,574,542,604,1036,944
Hnrnph3,9,3,17,18,44,26,735,975,934,1073,1940,1733
Hnrnpk,10,6,10,42,29,35,1304,1611,1574,1757,3119,2674
Hnrnpl,6,8,10,27,40,30,667,924,873,954,2140,1744
Hnrnpll,1,0,3,4,6,3,172,212,185,191,354,318
Hnrnpm,15,11,14,34,47,37,1184,1702,1575,2033,3553,3033
Hnrnpr,7,10,19,24,17,17,722,993,920,1176,1893,1634
Hnrnpu,0,7,3,16,17,12,299,381,336,475,803,698
Hnrnpul1,2,3,3,7,11,7,254,325,355,350,681,600
Hnrnpul2,6,2,11,17,30,17,531,716,663,852,1628,1400
Hoga1,0,0,0,0,0,0,1,5,3,3,3,7
Homer1,2,1,0,4,1,3,78,101,102,114,273,246
Homer2,2,0,1,0,0,0,18,18,14,23,47,57
Homer3,0,0,1,4,1,0,36,50,52,57,111,102
Homez,0,2,0,0,0,1,42,38,38,52,119,86
Hook1,7,23,18,28,36,29,1011,1229,1203,1449,2433,2125
Hook2,0,1,0,2,3,2,52,72,62,91,102,90
Hook3,8,14,2,17,34,33,355,449,460,467,763,665
Hopx,4,5,4,17,2,0,1279,1524,1526,1553,250,197
Hopxos,0,0,0,0,0,0,21,22,25,25,1,2
Hormad2,0,0,0,0,0,0,1,1,0,0,4,3
Hotair,0,0,0,0,0,0,1,0,0,0,0,0
Hottip,0,0,0,0,0,0,1,0,0,0,0,0
Hoxa10,0,0,0,0,0,0,0,0,0,1,0,0
Hoxa11os,0,0,0,0,0,0,0,0,0,0,0,0
Hoxa13,0,0,0,0,0,0,0,0,0,0,1,0
Hoxa3,0,0,0,0,0,0,0,1,0,1,0,0
Hoxa4,0,0,0,0,0,0,0,0,0,0,1,0
Hoxa6,0,0,0,0,0,0,1,0,0,0,0,0
Hoxa7,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb1,0,0,0,0,0,0,0,0,0,0,1,0
Hoxb2,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb3,0,0,0,0,0,0,0,0,1,0,0,0
Hoxb3os,0,0,0,0,0,0,0,0,0,0,0,0
Hoxb4,0,0,0,0,0,0,1,0,0,0,0,0
Hoxb5,0,0,0,0,0,0,0,1,0,0,0,0
Hoxb7,0,0,0,0,0,0,0,1,0,0,0,0
Hoxb9,0,0,0,0,0,0,1,0,0,0,1,0
Hoxc10,0,0,0,0,0,0,1,0,0,0,0,0
Hoxc13,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc6,0,0,0,0,0,0,0,1,0,0,0,0
Hoxc8,0,0,0,0,0,0,1,0,1,0,0,0
Hoxc9,0,0,0,0,0,0,0,0,0,0,0,1
Hoxd1,0,0,0,0,0,0,0,1,0,0,0,1
Hoxd11,0,0,0,0,0,0,0,0,1,0,0,0
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd3os1,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd9,0,0,0,0,0,0,0,0,1,0,0,0
Hp,0,0,0,0,0,0,0,0,0,0,0,0
Hp1bp3,6,8,15,34,36,42,1166,1527,1461,1683,3307,3023
Hpca,2,0,1,2,7,7,152,132,150,185,543,440
Hpcal1,1,0,1,2,6,6,12,13,11,15,47,34
Hpcal4,0,0,4,3,3,2,160,178,170,238,698,576
Hpd,0,0,0,0,0,0,1,0,0,0,0,0
Hpdl,0,0,0,0,0,0,1,0,0,1,1,0
Hpgd,0,0,0,0,0,0,0,0,1,1,1,2
Hpgds,0,0,0,0,0,0,3,1,1,3,1,1
Hpn,0,0,0,0,0,0,0,0,0,0,1,0
Hprt,7,3,8,17,21,25,591,725,655,746,1626,1380
Hps1,0,0,1,0,0,1,14,20,24,16,40,41
Hps3,1,0,0,2,0,3,27,40,40,39,53,70
Hps4,0,1,0,0,2,2,60,84,79,99,235,219
Hps5,0,0,0,0,0,1,24,33,26,32,50,47
Hps6,0,0,0,0,0,0,9,20,23,16,43,40
Hpse,0,0,0,0,0,0,0,1,1,0,0,0
Hpse2,0,0,0,0,0,0,0,0,0,0,0,0
Hpx,0,0,0,0,0,0,0,1,1,1,3,3
Hr,0,0,3,0,6,3,103,138,110,142,364,329
Hras,3,1,0,1,6,3,93,130,131,149,475,440
Hrasls,0,0,0,0,0,2,18,27,21,20,75,51
Hrasls5,0,0,0,0,0,0,0,0,0,0,0,0
Hrc,0,0,0,0,0,0,1,5,3,3,6,6
Hrct1,0,0,2,0,0,0,41,35,34,42,61,50
Hrh1,0,0,0,0,0,0,0,0,0,0,0,0
Hrh2,0,0,0,0,0,0,0,0,0,1,1,1
Hrh3,0,1,2,1,3,2,103,120,95,129,248,207
Hrk,0,0,0,0,0,0,2,8,6,7,8,10
Hrsp12,0,1,2,3,5,2,99,112,100,118,239,202
Hs1bp3,0,0,0,0,1,0,16,10,17,14,34,33
Hs2st1,0,1,3,5,2,10,171,183,200,211,549,487
Hs3st1,0,0,0,0,1,0,9,17,10,18,51,57
Hs3st2,0,0,0,0,0,1,14,19,13,16,34,41
Hs3st3a1,0,0,0,0,0,0,1,0,0,0,0,0
Hs3st3b1,5,1,2,2,13,9,0,2,0,0,7,7
Hs3st4,0,0,2,6,0,1,130,178,207,261,460,410
Hs3st5,0,1,1,0,0,2,58,82,80,81,145,130
Hs3st6,0,0,0,0,0,0,0,0,0,0,1,1
Hs6st1,0,1,1,0,3,0,29,50,42,39,108,111
Hs6st2,2,0,0,0,1,0,4,9,5,9,25,22
Hs6st3,0,0,0,0,0,0,0,0,0,0,0,0
Hsbp1,12,5,7,25,29,25,1062,1327,1147,1440,3056,2597
Hsbp1l1,3,2,5,9,9,14,244,270,272,311,509,481
Hscb,0,0,1,1,4,0,16,26,32,25,72,75
Hsd11b1,0,0,0,0,0,0,0,0,0,0,1,0
Hsd11b2,0,0,0,0,0,0,1,1,0,1,4,2
Hsd17b1,0,0,0,0,0,1,0,1,3,0,2,1
Hsd17b10,1,1,1,3,3,3,75,83,66,89,183,159
Hsd17b11,0,0,1,0,0,0,11,18,17,19,45,38
Hsd17b12,2,5,8,9,17,15,454,616,559,653,1499,1248
Hsd17b13,0,0,0,0,0,0,0,0,0,0,0,0
Hsd17b14,0,0,0,0,0,0,1,1,1,0,2,1
Hsd17b2,0,0,0,0,0,0,1,2,4,2,15,15
Hsd17b4,0,2,2,0,5,1,155,172,169,204,386,348
Hsd17b7,0,0,0,2,0,0,25,35,33,46,101,78
Hsd3b3,0,0,0,0,0,0,0,3,0,1,1,0
Hsd3b6,0,0,0,0,0,0,0,0,0,0,1,0
Hsd3b7,0,0,0,0,1,0,12,12,10,13,29,23
Hsdl1,0,0,1,3,4,5,65,98,80,112,245,203
Hsdl2,2,0,2,4,0,3,69,84,98,101,206,156
Hsf1,0,1,0,1,4,1,46,45,47,54,126,122
Hsf2,1,1,2,2,5,5,163,200,237,244,414,409
Hsf2bp,0,0,0,0,0,0,1,1,0,1,2,2
Hsf3,0,0,0,0,0,0,0,1,0,0,0,0
Hsf4,0,0,0,0,0,0,1,0,0,0,0,1
Hsf5,0,0,0,0,0,0,0,1,1,0,0,2
Hsh2d,0,0,0,0,0,0,0,0,0,0,0,0
Hsp90aa1,38,50,45,87,111,67,2077,3187,2493,2914,3552,2796
Hsp90ab1,17,16,30,60,86,69,2755,3878,3678,4424,8869,7696
Hsp90b1,42,37,48,85,129,134,3080,4015,3991,4795,11182,9806
Hspa12a,8,3,16,25,7,14,1101,1443,1358,1776,1833,1601
Hspa12b,0,0,0,1,0,0,1,1,1,6,12,12
Hspa13,1,1,2,1,2,2,95,144,132,161,273,245
Hspa14,4,3,0,15,8,7,180,236,212,246,443,373
Hspa1a,0,1,0,1,6,4,1,6,5,3,17,13
Hspa1b,0,0,0,0,0,0,0,0,0,0,2,1
Hspa1l,0,0,0,0,0,0,0,5,1,1,4,1
Hspa2,0,0,0,0,0,0,7,13,4,7,28,23
Hspa4,7,17,11,13,32,31,732,971,959,1064,2179,1978
Hspa4l,4,3,11,8,16,17,341,474,449,523,1008,858
Hspa5,23,14,20,28,61,71,1215,1552,1615,1869,6267,5457
Hspa8,6,5,8,19,6,6,887,1113,808,1218,878,729
Hspa9,2,4,7,8,9,8,525,590,614,732,1123,944
Hspb1,0,0,0,0,0,0,0,1,0,0,2,0
Hspb11,0,6,6,3,10,5,178,235,229,250,514,485
Hspb2,0,0,0,0,0,0,2,1,1,1,0,1
Hspb6,4,2,2,6,12,7,102,116,103,127,254,237
Hspb7,0,0,0,0,0,0,1,0,0,1,0,0
Hspb8,0,0,0,0,0,0,1,1,1,0,1,1
Hspbap1,1,0,0,0,0,0,10,20,20,18,28,28
Hspbp1,0,0,1,3,0,1,49,74,59,59,193,157
Hspd1,12,6,5,20,17,12,595,877,792,952,1326,1082
Hspe1,4,5,7,7,7,7,367,486,383,480,638,536
Hspg2,0,0,0,0,0,0,0,0,0,1,2,1
Hsph1,0,3,1,6,11,8,216,256,273,301,898,772
Htatip2,0,0,0,0,0,0,0,0,0,0,0,0
Htatsf1,7,8,11,23,19,36,728,867,842,1045,2152,1927
Htr1a,0,0,0,0,0,0,0,0,0,0,0,1
Htr1b,0,0,0,0,0,0,1,0,1,0,2,0
Htr1d,0,0,0,0,0,0,1,1,1,0,1,2
Htr1f,0,0,0,0,0,0,0,0,0,0,0,1
Htr2a,0,0,0,0,0,0,1,0,1,2,1,1
Htr2b,0,0,1,0,0,0,0,0,1,1,1,1
Htr2c,0,0,0,0,0,0,0,0,0,1,0,0
Htr3a,0,0,1,3,2,1,35,48,48,50,90,76
Htr3b,0,0,0,0,0,0,0,0,0,0,1,0
Htr5a,0,0,0,0,0,0,0,1,0,0,1,0
Htr5b,0,0,0,0,0,0,0,0,0,0,0,0
Htr6,0,0,0,0,0,0,1,1,0,1,0,1
Htr7,0,0,0,0,0,0,0,0,0,1,1,0
Htra1,0,1,1,0,1,5,86,115,108,118,444,326
Htra2,2,0,2,2,2,6,64,74,67,71,164,166
Htra3,0,0,0,0,0,0,1,1,2,0,4,5
Htra4,0,0,0,0,0,0,0,0,0,0,0,0
Htt,0,0,1,2,1,3,45,64,55,82,102,91
Hunk,0,0,0,0,1,0,5,11,12,8,27,23
Hus1,0,0,0,0,0,2,16,29,24,31,94,72
Hus1b,0,0,0,0,0,0,1,0,0,0,1,1
Huwe1,2,3,2,13,7,10,311,479,433,553,888,768
Hvcn1,0,0,0,0,0,0,0,0,0,1,0,0
Hyal1,2,0,1,0,0,0,14,25,20,29,44,50
Hyal2,0,0,0,0,0,0,19,20,17,15,63,40
Hyal3,0,0,0,0,1,0,15,20,10,17,37,42
Hyal5,0,0,0,0,0,0,0,0,0,0,0,0
Hyal6,0,0,0,0,0,0,0,0,0,0,0,0
Hydin,0,0,0,0,0,0,0,0,0,0,0,0
Hykk,0,0,0,0,0,0,4,7,5,3,9,10
Hyls1,1,0,0,2,3,0,24,50,42,41,86,47
Hyou1,1,1,0,1,2,1,64,81,84,93,199,159
Hypk,4,3,8,11,12,15,279,316,260,383,599,551
Hypm,0,0,0,0,0,0,0,0,0,0,0,0
I0C0044D17Rik,0,0,0,0,0,0,1,1,1,0,1,1
I830012O16Rik,0,0,0,0,0,0,4,0,5,4,0,0
I830077J02Rik,0,0,0,0,0,0,0,0,0,0,1,0
I830134H01Rik,0,0,0,0,0,0,0,0,0,2,1,0
Iah1,0,0,0,3,5,0,22,25,29,23,85,76
Iars,1,2,0,2,1,2,55,88,77,86,142,98
Iars2,0,0,1,2,2,1,138,177,174,206,323,353
Iba57,0,0,0,0,2,1,9,12,5,8,18,15
Ibsp,0,0,0,0,0,0,0,0,0,0,0,0
Ibtk,0,1,2,2,3,1,127,178,201,196,316,279
Ica1,0,2,1,3,1,3,129,157,150,170,322,267
Ica1l,0,0,0,0,0,0,35,43,38,47,108,89
Icam1,0,0,0,0,0,0,0,0,0,0,0,0
Icam2,0,0,0,0,0,0,0,1,1,1,1,2
Icam4,0,0,0,0,0,0,1,1,0,2,1,0
Icam5,0,0,0,0,0,0,1,1,1,1,5,5
Ice1,2,3,7,6,7,9,277,345,330,397,613,556
Ice2,1,1,2,0,5,6,146,174,167,185,287,240
Ick,0,0,1,3,3,6,79,86,102,100,225,191
Icmt,6,5,4,13,25,17,253,300,305,377,509,394
Icosl,0,0,0,0,0,0,0,0,0,1,0,0
Ict1,4,0,6,3,10,9,253,276,259,322,662,612
Ict1os,0,0,0,0,0,0,1,1,1,0,4,1
Id1,0,0,0,0,0,0,30,51,43,60,223,174
Id2,0,1,1,0,2,1,105,152,171,173,585,410
Id3,1,0,0,0,0,1,79,90,94,95,672,519
Id4,0,0,0,0,0,0,4,6,4,4,21,20
Ide,1,3,3,6,4,4,210,267,298,316,440,396
Idh1,1,2,0,1,2,12,52,94,76,84,197,187
Idh2,0,0,0,0,1,0,73,80,75,106,185,155
Idh3a,5,3,11,12,14,17,445,572,526,653,1180,1068
Idh3b,9,2,8,13,20,17,725,910,822,992,1583,1430
Idh3g,6,1,5,9,13,9,400,469,387,563,1039,948
Idi1,0,0,0,0,0,0,6,7,4,7,6,5
Idi2,0,0,0,0,0,0,0,1,0,0,1,0
Idnk,0,0,2,0,3,2,78,103,95,119,213,209
Ido1,0,0,0,0,0,0,0,0,0,0,1,0
Ids,2,0,2,3,3,1,65,88,94,124,126,122
Idua,1,0,0,1,0,0,15,19,13,18,33,18
Ier2,1,1,1,4,4,6,115,170,144,184,835,662
Ier3,2,6,4,9,14,4,47,50,45,49,145,124
Ier3ip1,11,6,5,8,11,12,420,564,530,583,1041,960
Ier5,0,0,0,1,0,3,24,20,34,31,92,77
Ier5l,0,0,0,0,0,0,0,0,1,0,0,2
Iffo1,0,0,0,2,2,4,66,92,85,103,241,202
Iffo2,0,0,1,2,1,1,30,47,34,40,98,80
Ifi202b,0,0,0,0,0,0,0,0,0,0,0,0
Ifi203,0,0,0,0,0,0,0,0,0,0,1,0
Ifi204,0,0,0,0,0,0,0,0,0,0,0,0
Ifi27,0,0,0,0,2,0,8,10,9,9,28,25
Ifi27l2a,0,0,0,0,0,0,0,1,1,0,6,4
Ifi27l2b,0,0,0,0,0,0,0,0,0,0,0,0
Ifi30,0,0,0,0,0,0,4,7,5,10,19,19
Ifi35,0,0,0,0,0,0,9,10,7,4,25,21
Ifi44,0,0,0,0,0,0,0,0,0,0,0,0
Ifi47,0,0,0,0,0,0,0,1,0,0,0,0
Ifih1,0,0,0,0,0,0,2,3,7,4,11,12
Ifit1,0,0,0,0,0,0,1,2,2,3,15,8
Ifit2,0,1,0,0,5,4,39,38,46,51,191,170
Ifit3,0,0,0,0,0,1,6,8,5,7,23,17
Ifit3b,0,0,0,0,0,1,0,0,0,0,22,13
Ifitm1,0,0,0,0,0,0,0,0,0,0,2,0
Ifitm10,0,1,2,0,1,2,30,43,32,48,109,87
Ifitm2,0,0,0,0,0,0,1,2,2,3,12,15
Ifitm3,0,0,0,0,0,0,4,7,3,5,21,15
Ifitm5,0,0,0,0,0,0,0,1,0,0,0,0
Ifitm6,0,0,0,0,0,0,0,0,0,0,1,0
Ifitm7,0,0,0,0,1,0,6,6,7,12,12,5
Ifna16,0,0,0,0,0,0,0,1,0,0,0,0
Ifnar1,2,1,1,5,7,9,168,179,196,220,400,374
Ifnar2,0,0,0,0,0,2,23,35,25,32,59,52
Ifngr1,5,0,4,9,2,5,110,139,139,146,245,221
Ifngr2,0,0,0,1,0,2,68,64,69,78,205,164
Ifnk,0,0,0,0,0,0,0,0,0,0,0,0
Ifnlr1,0,0,0,0,0,0,0,0,0,0,1,0
Ifnz,0,0,0,0,0,0,0,0,0,0,0,0
Ifrd1,3,3,0,12,10,10,155,196,185,188,463,389
Ifrd2,0,0,0,0,0,0,11,10,10,10,33,19
Ift122,1,0,0,0,3,2,22,23,35,35,92,75
Ift140,0,0,1,4,0,0,29,34,32,48,88,66
Ift172,2,1,0,0,0,1,11,17,12,23,38,38
Ift20,16,9,26,40,27,32,2221,2685,2797,2996,4449,3837
Ift22,2,2,0,3,13,7,83,107,118,121,245,233
Ift27,1,0,0,1,8,6,58,63,82,96,305,279
Ift43,3,4,4,4,10,5,155,150,147,175,316,227
Ift46,2,1,0,1,7,7,128,143,109,139,388,364
Ift52,1,0,1,4,3,3,117,142,149,158,263,292
Ift57,0,1,2,2,4,1,19,42,44,35,122,95
Ift74,5,7,5,9,11,17,157,195,186,195,496,398
Ift80,1,0,0,6,3,7,65,106,98,115,221,189
Ift81,2,2,3,12,17,15,150,230,209,246,645,573
Ift88,1,1,0,2,3,5,95,119,128,154,370,317
Ift88os,0,0,0,0,0,0,1,0,0,1,1,3
Igbp1,6,2,4,3,8,3,200,282,235,294,531,483
Igdcc3,0,0,0,0,0,1,5,5,5,8,33,33
Igdcc4,0,0,0,0,0,1,16,28,30,18,72,75
Igf1,4,1,11,6,13,16,431,579,549,625,1953,1653
Igf1os,0,0,0,0,0,0,0,1,1,0,1,0
Igf1r,1,2,4,5,7,4,127,199,183,230,482,419
Igf2,0,0,0,0,3,2,23,35,28,39,138,102
Igf2bp1,0,0,0,0,0,0,1,2,2,2,4,3
Igf2bp2,0,0,0,0,0,0,0,1,1,1,2,1
Igf2bp3,1,2,0,1,3,2,39,32,42,39,106,101
Igf2os,0,0,0,0,0,0,1,1,0,1,1,0
Igf2r,0,2,0,0,0,1,33,35,39,42,68,59
Igfals,0,0,0,0,0,0,1,0,0,0,0,1
Igfbp1,0,0,0,0,0,0,1,1,1,1,1,0
Igfbp2,0,0,0,0,0,1,4,4,3,2,12,12
Igfbp3,0,0,0,0,0,0,0,0,1,1,1,0
Igfbp4,2,0,0,1,1,3,94,108,93,114,374,345
Igfbp5,0,0,1,0,2,3,64,81,67,105,308,240
Igfbp6,0,0,0,0,0,0,1,0,0,1,0,0
Igfbp7,0,0,0,1,0,0,60,66,51,55,130,112
Igfbpl1,0,0,0,0,0,0,0,1,0,0,0,1
Igfn1,2,2,0,2,2,3,256,341,312,429,771,646
Igha,0,0,0,0,0,0,0,1,0,1,0,0
Ighg1,0,0,0,0,0,0,0,0,0,1,0,0
Ighg2c,0,0,0,0,0,0,0,0,0,0,0,0
Ighm,0,0,0,0,0,0,0,0,0,0,0,0
Ighmbp2,1,0,1,0,0,4,24,38,39,44,72,73
Ighv1-16,0,0,0,0,0,0,0,1,0,0,0,0
Ighv1-7,0,0,0,0,0,0,0,0,0,0,0,0
Ighv1-82,0,0,0,0,0,0,0,0,0,0,0,0
Ighv13-2,0,0,0,0,0,0,0,0,0,0,0,0
Ighv2-9,0,0,0,0,0,0,0,1,0,0,0,0
Ighv3-6,0,0,0,0,0,0,1,0,0,0,0,0
Ighv5-8,0,0,0,0,0,0,0,0,0,0,0,0
Igj,0,0,0,0,0,0,6,12,9,12,0,0
Igkv12-38,0,0,0,0,0,0,0,0,0,0,0,0
Igkv16-104,0,0,0,0,0,0,0,0,0,0,0,0
Iglon5,0,0,0,3,0,1,48,53,32,71,127,101
Igsf1,0,0,0,0,0,0,0,0,0,0,0,0
Igsf10,0,0,0,1,0,0,7,16,11,11,29,43
Igsf11,0,1,0,2,4,5,50,68,42,68,208,185
Igsf21,1,0,5,14,16,9,423,564,496,613,1606,1372
Igsf3,0,1,0,1,1,0,33,30,22,46,151,149
Igsf5,0,0,0,0,0,0,0,0,0,0,2,0
Igsf6,0,0,1,0,0,0,0,0,1,1,1,1
Igsf8,2,1,5,10,11,8,379,393,400,490,1117,1022
Igsf9,2,1,3,6,5,2,87,103,109,130,193,151
Igsf9b,0,0,0,1,0,0,5,10,4,5,15,17
Igtp,0,0,0,0,0,0,9,9,7,10,17,18
Ihh,0,0,0,0,0,0,0,0,0,0,1,0
Iigp1,0,0,0,0,0,0,0,0,1,1,0,0
Ik,14,15,11,18,50,37,857,1264,1161,1499,2897,2604
Ikbip,4,0,2,3,1,7,121,155,194,203,286,218
Ikbkap,1,4,2,1,1,6,113,135,134,182,335,315
Ikbkb,0,0,2,4,6,1,85,118,106,155,242,206
Ikbke,0,0,0,0,0,0,0,2,1,1,2,1
Ikbkg,0,1,0,3,1,0,28,44,45,60,79,73
