Human_436_tpm,gene_id,gene_name,gene_type,436D,436E,436F,meanTPM,stdTPM
17990,ENSG00000155506.18,LARP1,protein_coding,9.05454147340628,8.814990258229635,8.722632930491079,8.864054887375666,0.1713076868968553
36210,ENSG00000139644.13,TMBIM6,protein_coding,8.799960137762518,8.724854505265077,9.06123379420618,8.862016145744592,0.1765671758910308
58227,ENSG00000102265.12,TIMP1,protein_coding,9.218011634600838,8.604859538733013,8.734363450637936,8.85241154132393,0.3231723796253835
46961,ENSG00000181222.19,POLR2A,protein_coding,8.803724002619127,8.941410940374693,8.801200008062406,8.848778317018743,0.08023213084223
45152,ENSG00000169957.10,ZNF768,protein_coding,9.1226381999055,8.891978609770355,8.475332950077485,8.829983253251115,0.3280755854771706
6696,ENSG00000135624.16,CCT7,protein_coding,9.04350909783844,8.969783293703605,8.460230773697615,8.824507721746555,0.317619496738973
35,ENSG00000237973.1,MTCO1P12,unprocessed_pseudogene,9.464996274670153,8.43764506252856,8.563118413282783,8.821919916827165,0.5604429426353985
24372,ENSG00000155660.11,PDIA4,protein_coding,8.766345738263833,8.585311375868253,9.10350069062209,8.81838593491806,0.2629851289181967
17492,ENSG00000248923.1,MTND5P11,processed_pseudogene,9.307387967067124,8.417363354156256,8.684601653023396,8.80311765808226,0.4566951778682581
54813,ENSG00000101057.16,MYBL2,protein_coding,8.830360877115998,8.627336216807054,8.902674087875521,8.786790393932858,0.1427463697077381
34734,ENSG00000118181.11,RPS25,protein_coding,8.981391048067595,9.109214535429071,8.26449634281909,8.785033975438585,0.4553067989939795
53698,ENSG00000063244.13,U2AF2,protein_coding,9.011771943191022,8.839288127029594,8.501417568378507,8.784159212866374,0.2596050747870309
59454,ENSG00000231501.1,MTND4LP1,processed_pseudogene,9.513902222642782,9.070101327086174,7.693263138340004,8.759088896022986,0.9493304050906564
35259,ENSG00000111640.15,GAPDH,protein_coding,8.391792701868747,8.945906575623447,8.92737546575766,8.755024914416618,0.3147047516046281
59962,ENSG00000196924.19,FLNA,protein_coding,8.82925182576988,8.74873365533306,8.622219896542468,8.73340179254847,0.1043640476516706
4522,ENSG00000069275.13,NUCKS1,protein_coding,8.513194573196127,8.797883701880512,8.868285861835592,8.726454712304077,0.1880133804569282
54900,ENSG00000175063.17,UBE2C,protein_coding,9.287538702312045,8.773626369742617,8.11685948850172,8.726008186852127,0.5867904855382648
31157,ENSG00000099194.6,SCD,protein_coding,8.49821072275543,8.815868231930995,8.85610467040798,8.723394541698136,0.1960498839085185
11653,ENSG00000184897.6,H1-10,protein_coding,8.7033909368383,8.463040559578838,9.002620228955589,8.72301724179091,0.270324709905977
3314,ENSG00000143621.17,ILF2,protein_coding,7.479265862051569,9.336999906707648,9.332244077571668,8.71616994877696,1.0711930004887895
1724,ENSG00000116221.15,MRPL37,protein_coding,8.302763492898976,9.07873771166548,8.755984452473825,8.71249521901276,0.3898108286308175
50950,ENSG00000172270.22,BSG,protein_coding,8.402081373346501,9.062912727430716,8.656657692364675,8.707217264380631,0.333304248963349
54985,ENSG00000124207.17,CSE1L,protein_coding,8.562441936883703,8.721600840194222,8.82022835132685,8.701423709468258,0.1300722734525426
59110,ENSG00000166681.14,BEX3,protein_coding,8.860639073442625,8.247848174789844,8.95233349996569,8.686940249399386,0.383018739035745
35279,ENSG00000159335.18,PTMS,protein_coding,8.731189836314424,8.33083451176118,8.969150934747445,8.677058427607683,0.3225827351547616
47211,ENSG00000170315.14,UBB,protein_coding,9.002928520061925,9.02403835339502,7.957883576316366,8.661616816591103,0.6095422556037634
19025,ENSG00000124635.9,H2BC11,protein_coding,9.100439889196254,8.210715382594008,8.654254239423377,8.65513650373788,0.4448629094506451
57243,ENSG00000100201.23,DDX17,protein_coding,8.631435736454666,8.581028494524741,8.685809177022108,8.632757802667172,0.0524028505947547
26319,ENSG00000104341.17,LAPTM4B,protein_coding,8.416202181538823,8.838165350482189,8.627448172145845,8.627271901388953,0.2109816396981421
48631,ENSG00000159217.10,IGF2BP1,protein_coding,8.358839338632087,8.775717220218565,8.739490528247917,8.62468236236619,0.230938256367047
59241,ENSG00000126016.17,AMOT,protein_coding,8.50910205829881,8.4929682227057,8.870198197591467,8.624089492865325,0.2132889965966848
30676,ENSG00000165655.17,ZNF503,protein_coding,8.97067304791891,8.383219209262869,8.50867919642414,8.620857151201973,0.3093758608740062
58507,ENSG00000256045.3,MTRNR2L10,protein_coding,8.941862934382925,8.06684452643551,8.853362614764887,8.62069002519444,0.4816811227511103
50965,ENSG00000011304.22,PTBP1,protein_coding,8.29200176854454,8.95854942344971,8.599764155370865,8.61677178245504,0.3335991435827901
33215,ENSG00000110107.9,PRPF19,protein_coding,8.299874919147493,8.941177816109828,8.60263694544748,8.6145632269016,0.320817749750638
58469,ENSG00000086758.16,HUWE1,protein_coding,8.439896768591396,8.717813895706184,8.613771884067846,8.590494182788476,0.1404132149000694
18966,ENSG00000180596.7,H2BC4,protein_coding,8.691101961502111,8.982914131507187,8.089653441599797,8.587889844869698,0.4554867954159193
23883,ENSG00000128524.5,ATP6V1F,protein_coding,7.824243314720949,9.205870882205582,8.73257289823971,8.587562365055414,0.7021358307757635
25397,ENSG00000187840.5,EIF4EBP1,protein_coding,8.030715941643683,8.80629443770018,8.90299327221613,8.580001217186664,0.4781457953338418
7195,ENSG00000084090.14,STARD7,protein_coding,8.655801561345637,8.626400078204773,8.431146545256293,8.571116061602234,0.1221053272069163
33520,ENSG00000172757.13,CFL1,protein_coding,8.247583850328382,8.785991568136886,8.636535626430653,8.556703681631975,0.2779398715670259
19535,ENSG00000137309.20,HMGA1,protein_coding,8.795468377378551,8.12156884442159,8.706987919482335,8.541341713760827,0.3662159803071844
46590,ENSG00000261373.1,VPS9D1-AS1,lncRNA,7.62323642245275,9.091572411426988,8.908730718445385,8.54117985077504,0.8002017710385024
45142,ENSG00000179958.10,DCTPP1,protein_coding,8.200436354806376,8.340431008879364,9.072992527778714,8.53795329715482,0.4686148306682279
29890,ENSG00000095787.24,WAC,protein_coding,8.707561936152956,8.319903660930263,8.57191099583692,8.533125530973381,0.1967179930780834
25579,ENSG00000253729.8,PRKDC,protein_coding,8.513725093494807,8.534818405851688,8.549001179359372,8.532514892901956,0.0177504982299997
43246,ENSG00000067225.19,PKM,protein_coding,8.237940149524109,8.65791582658962,8.660684857163066,8.518846944425599,0.2432763602345075
6466,ENSG00000115484.15,CCT4,protein_coding,8.580967709036276,8.738728182028481,8.230286744519503,8.516660878528088,0.2602493039021539
47530,ENSG00000256618.3,MTRNR2L1,protein_coding,8.845059248068281,8.195883350692947,8.50566829501366,8.515536964591629,0.3247004456613774
24961,ENSG00000253257.1,MTND4P7,processed_pseudogene,9.785815752290947,7.761369712645706,7.964316806393064,8.50383409044324,1.11485632110173
57150,ENSG00000100350.15,FOXRED2,protein_coding,8.96421103293599,8.159291967845913,8.38790853279294,8.503803844524947,0.4147860506302803
3473,ENSG00000163468.15,CCT3,protein_coding,8.418453669085242,8.357452156939681,8.712316871295846,8.496074232440257,0.1897391769388517
18969,ENSG00000158373.8,H2BC5,protein_coding,8.850503086886226,8.599231394399604,8.027263040790315,8.492332507358716,0.4219023256773244
46934,ENSG00000132507.18,EIF5A,protein_coding,8.228016517632987,8.297848778039242,8.950660748820761,8.49217534816433,0.3985922516929772
53115,ENSG00000063177.13,RPL18,protein_coding,8.068593726018143,8.797792227049676,8.530970127677008,8.465785360248276,0.36894363242264
19468,ENSG00000204256.14,BRD2,protein_coding,8.200116632774952,8.51647516930948,8.630992156484602,8.449194652856344,0.2231780234558653
53037,ENSG00000105281.12,SLC1A5,protein_coding,8.01684706077451,8.750678833832838,8.567932551407617,8.44515281533832,0.3820123237271503
59354,ENSG00000125356.7,NDUFA1,protein_coding,8.094160986475236,8.647960015551318,8.588899695117247,8.4436735657146,0.3041238442597988
57427,ENSG00000100304.13,TTLL12,protein_coding,8.280438248718388,8.583504957554558,8.454258077171133,8.439400427814693,0.1520786632289227
27229,ENSG00000232035.1,RP11-87N24.3,lncRNA,8.515874226427751,9.070101327086174,7.693263138340004,8.426412897284644,0.692765000961002
53023,ENSG00000160014.17,CALM3,protein_coding,8.626155338719814,8.471563233163392,8.155552907459086,8.417757159780765,0.2398707615087125
18426,ENSG00000127022.16,CANX,protein_coding,8.272063993870393,8.299832599743448,8.670457616946964,8.414118070186936,0.2224303178365888
59453,ENSG00000230916.2,MTCO1P53,processed_pseudogene,8.36179185548109,8.332407060678387,8.535640653948398,8.409946523369292,0.1098413737529141
4858,ENSG00000143753.13,DEGS1,protein_coding,8.461329171394013,8.383172783391878,8.372902357332862,8.405801437372917,0.0483618377131862
33631,ENSG00000084207.18,GSTP1,protein_coding,8.72576484240418,8.696359864381288,7.787767485362199,8.403297397382556,0.5332672572237795
59284,ENSG00000102024.18,PLS3,protein_coding,8.269606132536724,8.866573630122856,8.072671598866172,8.402950453841918,0.4134073533775482
3102,ENSG00000184678.10,H2BC21,protein_coding,8.296758037499984,8.489100803024773,8.409360080007247,8.398406306844,0.0966381069884691
48258,ENSG00000131473.17,ACLY,protein_coding,8.418453669085242,8.500637081387321,8.25382658225629,8.39097244424295,0.1256792302230231
59455,ENSG00000232177.1,MTND4P24,processed_pseudogene,9.49747849352102,7.735824168945955,7.938755602790651,8.390686088419208,0.9638658426896628
3922,ENSG00000117523.17,PRRC2C,protein_coding,8.32185114806544,8.414578317220254,8.321701986255013,8.352710483846904,0.0535791672858589
33408,ENSG00000173113.7,TRMT112,protein_coding,8.030715941643683,8.677313514385759,8.341494739592386,8.34984139854061,0.3233795839345528
47304,ENSG00000091542.9,ALKBH5,protein_coding,8.45591243975323,8.097451158125804,8.492653414854198,8.348672337577744,0.218338122110548
33218,ENSG00000110108.10,TMEM109,protein_coding,8.449748871583685,7.969397137125913,8.623627206583887,8.347591071764494,0.338867832633417
46122,ENSG00000198650.11,TAT,protein_coding,8.175995050507995,8.675570123677065,8.150135038566145,8.33390007091707,0.2961773181207039
1452,ENSG00000142937.12,RPS8,protein_coding,8.690584355354328,8.247331020235881,8.004568634995083,8.314161336861764,0.3478564510832599
5210,ENSG00000270188.1,MTRNR2L11,protein_coding,8.532465040280618,8.351508812933456,7.971704653789537,8.285226169001204,0.2861959021883332
59949,ENSG00000184216.14,IRAK1,protein_coding,8.04640733764362,8.775572672432784,8.005185532132433,8.275721847402945,0.4333739087377755
3416,ENSG00000116521.11,SCAMP3,protein_coding,8.142776850687186,8.481463886921183,8.191424225871218,8.271888321159862,0.183120397829426
48335,ENSG00000131469.15,RPL27,protein_coding,8.149148895613736,8.703011093132236,7.909381880013535,8.253847289586503,0.4070419477820556
30555,ENSG00000197746.14,PSAP,protein_coding,7.874261477746217,8.568255122846582,8.300786543568043,8.24776771472028,0.3500214879392603
23013,ENSG00000146701.12,MDH2,protein_coding,7.790316049831018,8.650987073536054,8.284694088070735,8.241999070479268,0.4319210589410064
49607,ENSG00000169750.9,RAC3,protein_coding,9.092007572539652,8.578238849921144,7.052228631723586,8.24082501806146,1.0609244093227632
11606,ENSG00000058262.10,SEC61A1,protein_coding,8.155270531353365,8.06200406422508,8.477465961430951,8.231580185669799,0.2179897234135033
23379,ENSG00000166508.18,MCM7,protein_coding,8.035296099783832,8.041421308144242,8.613814066731482,8.23017715821985,0.3322534239456913
33388,ENSG00000168439.17,STIP1,protein_coding,7.733076243350841,8.543949095569413,8.402397283426335,8.226474207448863,0.4331170651363232
53894,ENSG00000130725.8,UBE2M,protein_coding,8.849676935511317,8.102437770791294,7.68002323047247,8.210712645591693,0.5922964070569373
31805,ENSG00000177700.6,POLR2L,protein_coding,7.99714302944823,8.45156364058337,8.170848212174283,8.206518294068628,0.2293006520114375
18973,ENSG00000277157.2,H4C4,protein_coding,9.154446160539544,8.127604650721038,7.335222256774175,8.20575768934492,0.9121265406139856
5612,ENSG00000134308.14,YWHAQ,protein_coding,7.872869795576723,8.42638877678454,8.286685488266148,8.195314686875804,0.2878494105419883
59964,ENSG00000102119.12,EMD,protein_coding,8.01986941892294,8.818099876298437,7.725993462014428,8.187987585745269,0.5651299793338197
33053,ENSG00000149136.9,SSRP1,protein_coding,8.040435167350296,8.455385345357856,8.0571785239945,8.184333012234218,0.2348874421222955
40,ENSG00000198744.5,MTCO3P12,unprocessed_pseudogene,9.035830606330338,7.275977253061431,8.212300023662465,8.174702627684745,0.8805288918548803
32234,ENSG00000255823.5,MTRNR2L8,protein_coding,8.795220964552406,7.906025422486826,7.820710222441211,8.17398553649348,0.5396941389772293
30351,ENSG00000249860.4,MTRNR2L5,protein_coding,8.674801036416383,7.763921182164386,8.0733730813878,8.170698433322857,0.4631735045503974
44223,ENSG00000140988.16,RPS2,protein_coding,8.290017497820235,7.883536231794988,8.28749592657313,8.15368321872945,0.2339575506212937
53141,ENSG00000087086.15,FTL,protein_coding,8.628631473962505,7.021689860666192,8.802564597787098,8.150961977471932,0.98183747037737
40128,ENSG00000259045.1,MTCO1P2,unprocessed_pseudogene,8.674630428315552,7.910662602491597,7.851702777766111,8.14566526952442,0.4590448449161703
9092,ENSG00000079246.16,XRCC5,protein_coding,8.302537833715611,7.859672977028826,8.270537872699734,8.144249561148056,0.2469693777535625
35288,ENSG00000111669.15,TPI1,protein_coding,8.319219153324843,7.969060971953399,8.110942497331603,8.133074207536614,0.1761250903272676
48549,ENSG00000108424.11,KPNB1,protein_coding,8.2874711073206,8.178923344674535,7.903803716671777,8.123399389555638,0.1977684222919656
3107,ENSG00000143368.10,SF3B4,protein_coding,7.885308342021791,8.294891883982709,8.1581366636848,8.112778963229767,0.2085249630241887
11620,ENSG00000163902.12,RPN1,protein_coding,8.381338110916031,7.784721436309289,8.162119581995245,8.109393043073522,0.3017829187258612
1145,ENSG00000116560.11,SFPQ,protein_coding,8.042484480564857,8.153956644138969,8.129049885997297,8.10849700356704,0.0585092005168188
40762,ENSG00000100632.11,ERH,protein_coding,8.497662226973974,8.121456529808473,7.67508972695472,8.098069494579056,0.4117846457914595
59193,ENSG00000133124.12,IRS4,protein_coding,8.058298185338296,8.010148233051268,8.222662720285745,8.097036379558437,0.1114274992527032
28704,ENSG00000136810.13,TXN,protein_coding,8.15341272629551,7.803406131414841,8.327183922819906,8.094667593510087,0.2667846259846598
59320,ENSG00000174460.4,ZCCHC12,protein_coding,8.294792966622937,8.766533173765874,7.211273954492791,8.090866698293867,0.7974316597486236
57918,ENSG00000130741.11,EIF2S3,protein_coding,8.401077840417175,7.95810423987582,7.899136290814741,8.08610612370258,0.2743623361573568
1743,ENSG00000116133.13,DHCR24,protein_coding,7.965911087957419,8.246613487976967,8.028980087947035,8.08050155462714,0.1472728946236729
